Data Point Number, Analog Reading 1, Analog Reading 2, Analog Reading 3, Current Milliseconds, Microseconds Write Time
1005,480,676,683,1895,1332
1006,480,796,824,1896,1344
1007,480,793,851,1898,1332
1008,480,748,803,1899,1344
1009,480,575,592,1901,1332
1010,480,308,301,1902,1340
1011,480,205,161,1904,1332
1012,480,206,124,1906,1344
1013,480,220,165,1907,1332
1014,480,336,295,1909,1344
1015,480,552,550,1910,1332
1016,480,765,775,1912,1336
1017,480,794,865,1913,1332
1018,480,792,858,1915,1336
1019,480,715,770,1916,1332
1020,480,489,502,1918,1332
1021,480,236,235,1920,1336
1022,480,204,139,1924,3240
1023,480,222,170,1925,1328
1024,480,425,397,1927,1336
1025,480,677,683,1928,1328
1026,480,796,835,1930,1332
1027,480,794,874,1931,1332
1028,480,776,837,1933,1332
1029,480,620,648,1934,1328
1030,480,341,333,1936,1332
1031,480,204,165,1937,1336
1032,480,205,116,1939,1332
1033,480,211,142,1940,1336
1034,480,304,255,1942,1328
1035,479,516,507,1943,1344
1036,480,754,755,1945,1332
1037,480,798,869,1946,1344
1038,480,794,877,1948,1332
1039,480,752,814,1949,1344
1040,480,542,561,1951,1332
1041,480,204,187,1954,1340
1042,480,206,150,1956,1332
1043,480,249,195,1957,1344
1044,480,411,388,1959,1332
1045,480,660,685,1960,1344
1046,480,800,862,1963,1332
1047,480,798,917,1965,1344
1048,480,792,884,1966,1332
1049,480,666,715,1968,1336
1050,480,383,377,1969,1332
1051,480,202,157,1971,1336
1052,480,206,96,1972,1292
1053,480,208,116,1974,1336
1054,480,283,215,1975,1332
1055,480,483,464,1977,1332
1056,480,735,751,1978,1332
1057,480,801,894,1980,1332
1058,480,796,924,1981,1332
1059,480,605,633,1985,3288
1060,480,267,281,1986,1332
1061,480,202,132,1988,1332
1062,480,207,102,1989,1332
1063,480,232,155,1991,1332
1064,480,377,339,1992,1332
1065,480,623,643,1994,1332
1066,480,802,859,1995,1336
1067,480,799,937,1997,1332
1068,480,796,914,1998,1332
1069,480,716,782,2000,1332
1070,480,436,443,2001,1344
1071,480,200,157,2003,1332
1072,480,202,76,2004,1308
1073,480,206,90,2007,1292
1074,480,253,172,2008,1340
1075,480,436,406,2010,1328
1076,480,695,715,2011,1344
1077,480,803,892,2021,9676
1078,480,203,233,2023,1340
1079,480,214,200,2024,1332
1080,480,351,338,2026,1332
1081,480,602,623,2027,1336
1082,480,801,858,2029,1332
1083,480,804,947,2030,1340
1084,480,796,927,2032,1332
1085,480,736,811,2033,1340
1086,480,458,477,2035,1332
1087,480,201,171,2036,1340
1088,480,200,77,2038,1292
1089,480,205,83,2039,1312
1090,480,240,158,2041,1336
1091,480,419,380,2042,1340
1092,480,684,700,2044,1332
1093,480,803,889,2045,1340
1094,481,801,947,2048,1332
1095,480,794,905,2050,1340
1096,480,449,504,2060,1340
1097,480,755,795,2062,1332
1098,481,802,914,2064,1340
1099,481,798,911,2065,1332
1100,480,753,830,2067,1336
1101,480,515,546,2068,1332
1102,480,217,211,2070,1336
1103,480,204,92,2071,1292
1104,480,203,74,2073,1300
1105,481,217,129,2074,1332
1106,480,367,317,2076,1336
1107,480,621,627,2077,1332
1108,481,803,879,2079,1332
1109,481,799,969,2080,1332
1110,481,797,944,2082,1332
1111,481,726,809,2083,1328
1112,480,433,449,2085,1328
1113,480,198,142,2086,1336
1114,480,216,89,2091,4056
1115,481,377,311,2093,1332
1116,480,642,647,2095,1344
1117,481,803,893,2096,1332
1118,481,805,978,2098,1344
1119,481,795,944,2099,1332
1120,481,716,797,2101,1336
1121,480,416,426,2102,1332
1122,480,197,131,2104,1336
1123,480,202,40,2105,1292
1124,480,204,60,2107,1300
1125,480,244,153,2108,1332
1126,481,443,401,2110,1332
1127,480,715,736,2111,1332
1128,481,802,920,2113,1332
1129,481,800,966,2114,1328
1130,480,794,917,2116,1332
1131,481,644,701,2117,1340
1132,481,323,315,2120,2892
1133,481,199,54,2122,1296
1134,481,206,86,2123,1300
1135,481,282,207,2125,1332
1136,481,510,476,2126,1336
1137,481,761,766,2128,1332
1138,481,803,899,2129,1340
1139,481,798,905,2131,1332
1140,481,756,835,2132,1340
1141,481,549,596,2135,1332
1142,480,266,271,2136,1340
1143,481,200,97,2138,1292
1144,481,202,65,2139,1304
1145,481,212,117,2141,1332
1146,481,336,278,2142,1344
1147,481,572,545,2144,1332
1148,481,780,795,2146,1340
1149,481,799,897,2147,1332
1150,481,794,885,2149,1336
1151,480,458,513,2152,3252
1152,481,201,198,2154,1340
1153,480,202,93,2155,1292
1154,481,208,105,2157,1340
1155,481,270,193,2158,1332
1156,481,460,420,2160,1344
1157,480,699,696,2161,1332
1158,481,800,868,2163,1336
1159,481,794,899,2164,1332
1160,481,754,840,2166,1336
1161,481,590,642,2167,1332
1162,480,324,340,2169,1332
1163,480,204,131,2170,1332
1164,481,203,70,2172,1292
1165,480,211,109,2173,1336
1166,480,305,236,2176,1332
1167,480,524,486,2177,1328
1168,480,748,742,2179,1332
1169,480,798,1023,2182,3284
1170,480,764,864,2184,1332
1171,481,485,552,2185,1332
1172,481,221,220,2187,1332
1173,480,202,91,2188,1292
1174,480,206,79,2190,1292
1175,481,252,153,2191,1336
1176,480,408,352,2193,1332
1177,481,634,625,2194,1340
1178,481,793,841,2196,1332
1179,481,794,912,2197,1340
1180,481,759,867,2199,1332
1181,481,631,703,2200,1340
1182,481,390,407,2202,1332
1183,480,205,143,2203,1344
1184,481,205,47,2205,1292
1185,481,211,68,2206,1304
1186,480,283,177,2208,1332
1187,481,466,413,2209,3248
1188,481,796,839,2213,1336
1189,481,793,884,2214,1340
1190,481,718,808,2216,1332
1191,480,525,572,2217,1344
1192,480,266,251,2220,1332
1193,480,202,69,2221,1308
1194,481,204,37,2223,1292
1195,481,212,78,2224,1304
1196,481,335,256,2226,1340
1197,480,584,558,2227,1340
1198,481,797,850,2229,1332
1199,481,800,973,2231,1340
1200,481,794,958,2232,1332
1201,481,716,829,2234,1340
1202,481,436,469,2235,1332
1203,481,200,120,2237,1336
1204,481,204,16,2238,1292
1205,480,201,29,2240,1296
1206,481,323,262,2243,3276
1207,480,682,666,2245,1344
1208,481,803,934,2246,1332
1209,481,800,980,2248,1344
1210,481,765,911,2249,1332
1211,481,553,616,2251,1336
1212,480,204,152,2252,1332
1213,480,194,0,2254,1260
1214,480,202,4,2255,1256
1215,480,203,39,2257,1312
1216,480,243,126,2258,1332
1217,480,482,429,2260,1344
1218,480,758,769,2262,1332
1219,480,800,935,2264,1336
1220,481,793,939,2265,1332
1221,480,708,819,2267,1336
1222,480,478,510,2268,1332
1223,480,199,131,2270,1332
1224,480,202,11,2271,9192
1225,480,796,749,2280,1340
1226,480,760,788,2282,1332
1227,480,635,668,2283,1340
1228,480,389,377,2285,1332
1229,480,201,107,2287,1340
1230,480,203,29,2288,1292
1231,480,206,51,2290,1312
1232,480,244,122,2291,1336
1233,480,406,336,2293,1340
1234,480,618,604,2294,1332
1235,480,762,807,2296,1336
1236,481,789,882,2297,1332
1237,480,719,813,2299,1336
1238,480,573,617,2300,1332
1239,480,316,294,2302,1340
1240,480,205,48,2304,1296
1241,480,204,29,2306,1296
1242,480,211,55,2307,1296
1243,480,458,423,2311,3324
1244,480,686,720,2312,1332
1245,481,792,900,2314,1332
1246,481,771,895,2315,1336
1247,480,659,754,2317,1332
1248,480,437,441,2318,1336
1249,480,202,95,2320,1292
1250,480,200,19,2321,1296
1251,480,204,33,2323,1292
1252,480,216,69,2324,1296
1253,480,351,264,2326,1332
1254,480,580,559,2327,1332
1255,480,748,811,2329,1332
1256,481,796,928,2330,1332
1257,480,752,879,2332,1332
1258,481,624,702,2333,1340
1259,480,380,367,2335,1332
1260,480,200,43,2336,1304
1261,480,199,18,2338,4056
1262,480,289,205,2342,1332
1263,480,560,532,2344,1344
1264,480,739,800,2345,1332
1265,480,794,920,2348,1336
1266,480,743,867,2349,1332
1267,480,613,686,2351,1336
1268,480,368,347,2352,1332
1269,480,199,31,2354,1292
1270,480,202,18,2355,1296
1271,480,203,39,2357,1300
1272,480,232,90,2358,1300
1273,480,410,334,2360,1336
1274,480,638,644,2361,1332
1275,480,794,884,2363,1332
1276,480,794,951,2364,1336
1277,481,731,864,2366,1332
1278,480,575,631,2367,1336
1279,480,312,268,2369,1332
1280,480,200,19,2372,2892
1281,480,205,46,2373,1304
1282,480,268,145,2375,1332
1283,480,479,427,2376,1332
1284,480,689,714,2378,1332
1285,480,795,895,2379,1340
1286,480,793,916,2381,1332
1287,480,686,797,2382,1340
1288,480,495,523,2384,1332
1289,480,241,164,2385,1340
1290,480,198,12,2387,1292
1291,480,198,20,2388,1304
1292,480,207,54,2391,1292
1293,480,304,200,2392,1340
1294,480,535,501,2394,1332
1295,480,721,772,2396,1340
1296,480,796,926,2397,1332
1297,480,777,907,2399,1340
1298,480,658,755,2402,3168
1299,480,197,73,2403,1308
1300,480,197,15,2405,1292
1301,480,202,33,2406,1292
1302,480,220,75,2408,1292
1303,480,387,307,2409,1340
1304,480,619,626,2411,1332
1305,480,776,874,2412,1340
1306,480,798,953,2414,1332
1307,480,735,867,2415,1340
1308,480,587,648,2417,1332
1309,480,329,286,2418,1344
1310,480,197,10,2420,1292
1311,480,197,13,2421,1304
1312,480,202,40,2423,1292
1313,480,246,109,2424,1340
1314,480,444,384,2426,1332
1315,480,667,692,2427,1344
1316,480,796,907,2429,1332
1317,480,751,861,2433,3208
1318,480,508,543,2435,1332
1319,480,242,157,2436,1340
1320,480,197,13,2438,1292
1321,480,197,20,2439,1304
1322,480,207,55,2441,1292
1323,480,319,219,2442,1340
1324,480,548,524,2444,1332
1325,480,731,798,2445,1344
1326,481,800,945,2447,1332
1327,481,779,913,2448,1344
1328,480,653,747,2450,1332
1329,480,416,411,2452,1340
1330,480,197,58,2453,1292
1331,481,197,11,2454,1304
1332,480,199,28,2456,1292
1333,481,213,68,2457,1304
1334,481,363,279,2459,1332
1335,481,593,593,2461,3280
1336,481,800,944,2464,1336
1337,481,729,853,2465,1340
1338,481,563,602,2467,1332
1339,481,299,228,2468,1340
1340,482,196,9,2470,1252
1341,482,198,15,2471,1312
1342,482,203,62,2473,1292
1343,482,318,203,2475,1340
1344,483,504,463,2477,1332
1345,483,678,716,2478,1340
1346,484,773,871,2480,1332
1347,484,760,872,2482,1344
1348,485,657,751,2483,1332
1349,485,491,508,2485,1340
1350,486,284,204,2486,1328
1351,486,202,29,2488,1296
1352,486,206,38,2489,1292
1353,486,257,116,2491,1336
1354,487,548,518,2494,3252
1355,487,706,775,2496,1340
1356,488,774,888,2497,1332
1357,488,708,815,2499,1344
1358,488,588,639,2500,1332
1359,488,376,333,2502,1336
1360,488,205,45,2503,1292
1361,488,201,27,2505,1300
1362,488,211,59,2506,1292
1363,489,300,169,2508,1340
1364,488,445,383,2509,1332
1365,489,611,629,2511,1336
1366,489,713,802,2512,1332
1367,490,731,834,2514,1336
1368,489,645,729,2515,1332
1369,489,517,527,2518,1332
1370,489,321,238,2519,1328
1371,490,201,24,2521,1292
1372,489,207,34,2522,9200
1373,489,756,787,2531,1352
1374,490,629,669,2533,1336
1375,490,456,421,2535,1340
1376,490,264,130,2536,1332
1377,489,201,23,2538,1304
1378,490,204,35,2539,1296
1379,490,259,108,2541,1348
1380,490,373,282,2542,1332
1381,490,543,526,2544,1336
1382,490,672,746,2545,1332
1383,490,736,843,2547,1336
1384,491,682,773,2548,1332
1385,490,577,619,2550,1332
1386,490,391,340,2551,1336
1387,490,216,60,2553,1292
1388,490,204,24,2554,1296
1389,490,205,44,2556,1296
1390,490,283,138,2557,1336
1391,490,605,611,2562,3344
1392,490,714,807,2563,1328
1393,491,723,820,2565,1328
1394,491,627,701,2566,1328
1395,490,485,475,2568,1332
1396,490,289,179,2569,1328
1397,490,200,21,2571,1292
1398,490,202,28,2572,1296
1399,490,231,78,2574,1292
1400,490,336,226,2575,1332
1401,490,500,465,2577,1332
1402,490,649,693,2578,1336
1403,491,733,837,2580,1328
1404,491,709,805,2581,1336
1405,491,607,668,2583,1328
1406,490,437,412,2584,1344
1407,490,251,119,2586,1328
1408,490,200,21,2587,1304
1409,490,207,48,2592,4060
1410,491,466,420,2593,1336
1411,490,630,669,2595,1336
1412,491,713,812,2596,1332
1413,491,690,778,2598,1336
1414,491,593,645,2599,1328
1415,490,432,400,2601,1328
1416,490,274,156,2603,1332
1417,490,203,34,2605,1292
1418,490,214,53,2606,1296
1419,491,296,163,2608,1328
1420,490,405,334,2609,1328
1421,491,552,550,2611,1332
1422,491,667,745,2612,1332
1423,491,724,832,2614,1332
1424,490,670,756,2615,1336
1425,490,563,597,2617,1332
1426,490,388,337,2618,1336
1427,490,244,108,2620,1328
1428,490,210,68,2623,1292
1429,490,313,192,2624,1340
1430,490,444,388,2626,1332
1431,491,590,616,2627,1344
1432,490,691,787,2629,1332
1433,491,717,826,2631,1344
1434,491,638,716,2632,1332
1435,490,514,519,2634,1340
1436,491,338,254,2635,1332
1437,490,209,56,2637,1300
1438,491,207,38,2638,1292
1439,490,251,105,2640,1336
1440,490,349,243,2641,1328
1441,491,489,451,2643,1336
1442,491,625,670,2644,1332
1443,491,711,815,2647,1328
1444,490,705,808,2648,1328
1445,491,612,682,2650,1328
1446,491,240,102,2653,3200
1447,490,201,30,2655,1296
1448,491,212,49,2656,1292
1449,491,289,160,2658,1340
1450,490,407,336,2659,1332
1451,491,554,556,2661,1336
1452,490,664,744,2662,1332
1453,490,724,834,2664,1336
1454,491,667,755,2665,1332
1455,491,560,590,2667,1332
1456,491,386,326,2668,1328
1457,490,236,88,2670,1292
1458,491,205,33,2671,1296
1459,491,221,68,2673,1292
1460,490,316,188,2674,1336
1461,490,443,384,2676,1332
1462,491,586,612,2677,1332
1463,490,687,789,2679,1332
1464,491,721,833,2680,3220
1465,490,515,521,2684,1336
1466,491,327,237,2685,1332
1467,491,205,44,2688,1292
1468,490,206,38,2689,1296
1469,491,266,122,2691,1336
1470,490,367,272,2692,1332
1471,490,514,491,2694,1332
1472,491,641,692,2695,1332
1473,491,720,827,2697,1332
1474,491,700,797,2698,1332
1475,491,598,655,2700,1332
1476,490,439,412,2701,1336
1477,490,274,157,2703,1332
1478,490,200,28,2704,1300
1479,491,206,44,2706,1292
1480,492,287,152,2707,1340
1481,490,398,324,2709,1332
1482,491,546,543,2710,1336
1483,491,750,864,2714,3228
1484,491,669,754,2715,1332
1485,490,547,567,2717,1332
1486,490,366,294,2718,1332
1487,491,226,70,2720,1292
1488,491,202,34,2721,1296
1489,491,237,85,2723,1292
1490,490,330,214,2724,1336
1491,491,466,420,2726,1328
1492,490,611,647,2727,1336
1493,491,705,803,2729,1328
1494,491,715,823,2731,1336
1495,491,630,703,2733,1332
1496,490,498,492,2734,1344
1497,490,320,223,2736,1332
1498,491,202,35,2737,1308
1499,490,202,35,2739,1292
1500,490,257,109,2740,1340
1501,491,355,257,2742,3284
1502,490,661,706,2745,1340
1503,491,725,827,2747,1332
1504,491,680,765,2748,1344
1505,491,576,612,2750,1332
1506,490,403,347,2751,1340
1507,490,250,108,2753,1332
1508,491,200,30,2754,1308
1509,491,216,58,2756,1292
1510,490,307,176,2757,1340
1511,491,432,367,2759,1332
1512,490,576,598,2761,1344
1513,491,681,774,2762,1332
1514,490,717,828,2764,1340
1515,491,648,729,2765,1332
1516,490,536,547,2767,1336
1517,490,356,274,2768,1332
1518,490,217,53,2770,1300
1519,491,205,33,2771,1292
1520,490,730,784,2781,9356
1521,491,619,664,2783,1336
1522,490,469,430,2785,1340
1523,491,296,169,2786,1332
1524,490,200,27,2788,1304
1525,490,205,36,2789,1296
1526,490,275,132,2791,1348
1527,490,382,295,2792,1332
1528,490,533,521,2794,1340
1529,490,652,721,2795,1332
1530,490,718,828,2797,1336
1531,490,677,768,2798,1332
1532,490,580,621,2800,1336
1533,490,413,357,2801,1332
1534,490,254,112,2803,1332
1535,490,203,29,2804,1296
1536,490,212,53,2806,1300
1537,490,306,170,2807,1336
1538,490,424,358,2811,3312
1539,490,733,811,2812,1336
1540,490,748,863,2814,1332
1541,490,663,755,2816,1332
1542,489,522,514,2818,1332
1543,489,303,156,2819,1332
1544,489,187,0,2821,1252
1545,488,194,0,2822,1256
1546,488,197,23,2824,1296
1547,487,248,104,2825,1336
1548,487,465,427,2827,1332
1549,487,696,796,2828,1332
1550,487,816,1007,2830,1368
1551,486,811,986,2831,1336
1552,485,721,849,2833,1332
1553,485,500,488,2834,1336
1554,484,208,32,2836,1292
1555,484,185,0,2837,1256
1556,484,187,0,2839,1256
1557,483,283,204,2842,3304
1558,483,556,589,2844,1332
1559,483,757,914,2845,1340
1560,483,813,1004,2847,1368
1561,483,792,943,2848,1336
1562,482,644,711,2850,1332
1563,482,359,271,2851,1340
1564,482,185,0,2853,1252
1565,481,186,0,2854,1256
1566,482,190,8,2856,1256
1567,481,206,48,2857,1296
1568,482,373,297,2860,1332
1569,481,615,669,2861,1336
1570,482,799,976,2863,1332
1571,482,813,1000,2864,1384
1572,481,770,919,2866,1332
1573,481,605,648,2867,1340
1574,481,309,189,2869,1332
1575,481,183,0,2870,2896
1576,481,193,18,2873,1308
1577,481,234,92,2875,1292
1578,481,443,403,2876,1340
1579,481,685,776,2878,1332
1580,481,811,1005,2879,1380
1581,481,809,988,2881,1328
1582,481,728,865,2883,1344
1583,481,518,519,2884,1332
1584,480,224,58,2886,1296
1585,480,183,0,2887,1252
1586,481,185,0,2888,1272
1587,481,194,26,2890,1296
1588,480,263,131,2891,1340
1589,481,495,476,2893,1332
1590,481,722,819,2895,1344
1591,480,812,1003,2896,1368
1592,481,805,975,2898,1340
1593,481,699,817,2899,1328
1594,480,190,0,2903,3140
1595,480,184,0,2905,1256
1596,480,187,3,2906,1272
1597,480,201,43,2908,1296
1598,480,340,250,2909,1340
1599,480,584,608,2911,1332
1600,480,774,909,2912,1344
1601,480,812,995,2914,1332
1602,480,783,935,2915,1340
1603,480,639,717,2917,1332
1604,480,362,312,2918,1340
1605,480,186,0,2920,1252
1606,480,188,0,2921,1272
1607,480,191,20,2923,1296
1608,480,219,63,2924,1304
1609,480,385,294,2926,1332
1610,480,613,638,2927,1344
1611,480,778,915,2929,1332
1612,480,805,982,2930,1340
1613,480,586,620,2934,1336
1614,480,288,172,2935,1332
1615,480,190,0,2937,1252
1616,480,189,3,2938,1256
1617,480,199,36,2940,1296
1618,480,276,128,2941,1336
1619,480,481,427,2944,1332
1620,480,687,738,2945,1332
1621,480,804,945,2947,1332
1622,480,800,953,2948,1332
1623,480,691,810,2950,1332
1624,480,486,494,2951,1332
1625,480,226,77,2953,1292
1626,480,191,1,2954,1260
1627,480,191,10,2956,1296
1628,480,201,45,2957,1296
1629,480,303,179,2959,1332
1630,480,515,482,2960,1336
1631,480,702,768,2964,3248
1632,480,787,912,2965,1336
1633,480,641,713,2967,1332
1634,480,390,338,2968,1328
1635,480,192,1,2970,1252
1636,480,196,6,2971,1256
1637,480,194,25,2973,1304
1638,480,230,70,2974,1292
1639,480,382,291,2976,1336
1640,480,593,617,2977,1332
1641,480,754,880,2979,1332
1642,480,800,970,2980,1332
1643,480,735,870,2982,1332
1644,480,587,647,2983,1328
1645,480,336,256,2985,1332
1646,480,189,0,2987,1252
1647,480,191,5,2989,1260
1648,480,201,32,2990,1296
1649,480,241,87,2992,1300
1650,480,648,719,2995,3236
1651,480,793,939,2997,1340
1652,480,799,957,2998,1332
1653,480,690,815,3000,1340
1654,480,495,508,3001,1332
1655,479,240,99,3003,1300
1656,479,196,0,3004,1256
1657,480,193,5,3005,1272
1658,480,200,41,3007,1296
1659,479,289,161,3008,1340
1660,480,498,471,3010,1332
1661,480,696,772,3012,1340
1662,480,804,970,3013,1332
1663,480,792,947,3015,1336
1664,480,671,781,3016,1332
1665,480,450,432,3018,1336
1666,480,201,26,3019,1292
