today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0035, kiei(I)=0, kded(D)=0.00048,signal, mad_pitch
Thu Sep 26 02:46:20 2019,26905692,1041.32,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5390,5592,1070,84,28,28,-3.11246,-0.507571,-12.9622,-0.0787526,0.0904591,0.0574681,-10.5094,36.0387,30.249,-13.5021,558.036,-9.69337,-0.0500212,-9.74339,0.0489934,-0,-0.000344421,0.281685,-13.7164,
Thu Sep 26 02:46:20 2019,26915693,1041.32,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5390,5592,1070,84,28,28,-2.98318,-0.35913,-12.6941,-0.00532112,0.052147,-0.0404405,-10.5094,36.0387,30.249,-13.2249,558.334,-9.91066,-0.035938,-9.9466,0.0492333,0,0.00329036,0.281685,-13.785,
Thu Sep 26 02:46:20 2019,26925694,1041.32,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5598,1080,72,30,26,-3.35188,0.411803,-10.07,0.0159634,-0.00319267,-0.125578,-10.5094,36.0387,30.249,-18.4104,558.636,-10.1272,-0.0182163,-10.1454,0.0492198,-0,-0.000184799,0.281685,-13.7811,
Thu Sep 26 02:46:20 2019,26935695,1040.96,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5598,1080,72,30,26,-3.73495,0.919373,-6.85699,-0.0393763,-0.0510828,-0.190496,-10.5094,36.0387,30.249,-28.5768,558.936,-10.3612,-0.00394602,-10.3652,0.0496175,0,0.00545412,0.281685,-13.8948,
Thu Sep 26 02:46:20 2019,26945696,1040.96,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5576,1076,90,28,26,-2.41336,-0.78051,-11.4634,-0.117065,0.00744957,-0.232001,-10.5094,36.0387,30.249,-11.8887,559.206,-10.6188,-0.0200484,-10.6389,0.0499456,0,0.00449881,0.281685,-13.9885,
Thu Sep 26 02:46:20 2019,26955697,1040.96,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5576,1076,90,28,26,-1.85311,-0.694318,-12.6941,-0.108551,0.0542754,-0.269249,-10.5094,36.0387,30.249,-8.30553,559.479,-10.8717,-0.0315328,-10.9032,0.0498044,-0,-0.0019362,0.281685,-13.9481,
Thu Sep 26 02:46:20 2019,26965698,1040.96,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5566,1078,92,28,28,-2.15957,-0.641646,-13.4554,0.00957802,0.0138349,-0.332038,-10.5094,36.0387,30.249,-9.11812,559.777,-11.0975,-0.0179964,-11.1155,0.0498077,0,4.55475e-05,0.281685,-13.9491,
Thu Sep 26 02:46:20 2019,26975701,1040.96,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5566,1078,92,28,28,-1.95367,0.751779,-9.74919,0.0457616,-0.0595966,-0.379928,-10.5094,36.0387,30.249,-11.3316,560.084,-11.298,0.00349075,-11.2945,0.0496739,-0,-0.00183476,0.281685,-13.9109,
Thu Sep 26 02:46:20 2019,26985708,1040.96,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5580,1074,88,28,28,-2.81079,0.617704,-8.11156,-0.019156,-0.0989729,-0.389506,-10.5094,36.0387,30.249,-19.1121,560.382,-11.4869,0.0138613,-11.473,0.0496042,-0,-0.000956085,0.281685,-13.8909,
Thu Sep 26 02:46:20 2019,26995709,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5580,1074,88,28,28,-1.12527,-0.584185,-9.55765,-0.0989729,0.0159634,-0.385249,-10.5094,36.0387,30.249,-6.71484,560.636,-11.6694,-0.0190601,-11.6885,0.0494609,-0,-0.001965,0.281685,-13.85,
Thu Sep 26 02:46:20 2019,27005726,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5400,5526,1080,82,30,28,-1.16837,-1.22104,-13.5608,-0.0638535,0.131964,-0.379928,-10.5094,36.0387,30.249,-4.92434,560.889,-11.8277,-0.049356,-11.8771,0.0489752,-0,-0.00666165,0.281685,-13.7112,
Thu Sep 26 02:46:20 2019,27015740,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5400,5526,1080,82,30,28,-1.44131,-0.794875,-13.5655,0.0702388,0.0734315,-0.388442,-10.5094,36.0387,30.249,-6.0648,561.192,-11.9493,-0.0291004,-11.9784,0.0486391,-0,-0.0046095,0.281685,-13.6152,
Thu Sep 26 02:46:20 2019,27025741,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5374,5572,1080,82,28,28,-1.92015,0.876278,-10.1418,0.116,-0.042569,-0.37035,-10.5094,36.0387,30.249,-10.7209,561.512,-12.0416,0.0053518,-12.0363,0.0481693,-0,-0.0064422,0.281685,-13.481,
Thu Sep 26 02:46:20 2019,27035744,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5374,5572,1080,82,28,28,-1.74298,0.703895,-7.8865,0.0308625,-0.0851379,-0.336295,-10.5094,36.0387,30.249,-12.4625,561.811,-12.1184,0.0166533,-12.1018,0.0479297,-0,-0.00328642,0.281685,-13.4125,
Thu Sep 26 02:46:20 2019,27045745,1041.4,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5572,1080,82,28,26,-1.41737,-0.890643,-9.84017,-0.0659819,0.0436332,-0.275634,-10.5094,36.0387,30.249,-8.19646,562.06,-12.1843,-0.0199435,-12.2042,0.0474723,-0,-0.0062726,0.281685,-13.2818,
Thu Sep 26 02:46:20 2019,27055748,1041.4,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5572,1080,82,28,26,-0.593762,-1.36469,-12.5648,-0.0106422,0.167083,-0.232001,-10.5094,36.0387,30.249,-2.70556,562.311,-12.2283,-0.0519511,-12.2803,0.046985,-0,-0.00668344,0.281685,-13.1426,
Thu Sep 26 02:46:20 2019,27065749,1041.4,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5576,1090,82,28,28,-1.01035,-0.986411,-13.7858,0.109615,0.0925875,-0.189432,-10.5094,36.0387,30.249,-4.19168,562.619,-12.2393,-0.0267823,-12.2661,0.0463455,-0,-0.00877011,0.281685,-12.9599,
Thu Sep 26 02:46:20 2019,27075750,1041.4,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5576,1090,82,28,28,-1.32639,0.785298,-9.31823,0.140478,-0.0744957,-0.150056,-10.5094,36.0387,30.249,-8.10125,562.953,-12.2212,0.0217394,-12.1995,0.0458555,-0,-0.00672052,0.281685,-12.8199,
Thu Sep 26 02:46:20 2019,27085751,1041.4,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5536,1086,82,30,26,-1.26414,0.215478,-7.89608,0.0457616,-0.137285,-0.116,-10.5094,36.0387,30.249,-9.09571,563.258,-12.1864,0.03743,-12.149,0.0453986,-0,-0.00626596,0.281685,-12.6893,
Thu Sep 26 02:46:20 2019,27095752,1041.26,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5536,1086,82,30,26,-0.565032,-0.814029,-8.74841,-0.0553397,-0.0180918,-0.0681104,-10.5094,36.0387,30.249,-3.69542,563.51,-12.1368,0.00184119,-12.135,0.0449232,-0,-0.00651933,0.281685,-12.5535,
Thu Sep 26 02:46:20 2019,27105753,1041.26,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5576,1076,84,6,14,-0.00957681,-1.35991,-12.7611,0.00212845,0.0744957,-0.0500185,-10.5094,36.0387,30.249,-0.0429987,563.77,-12.0612,-0.023467,-12.0847,0.0443216,-0,-0.0082506,0.281685,-12.3816,
Thu Sep 26 02:46:20 2019,27115754,1041.26,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5576,1076,84,6,14,-0.430956,-0.675165,-13.3884,0.118129,-0.00957802,-0.0446974,-10.5094,36.0387,30.249,-1.84365,564.081,-11.9518,0.00186512,-11.95,0.0438185,-0,-0.00689983,0.281685,-12.2379,
Thu Sep 26 02:46:20 2019,27125755,1041.26,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5382,5568,1078,80,30,28,-1.1157,1.45567,-8.23605,0.14367,-0.193689,-0.0319267,-10.5094,36.0387,30.249,-7.71462,564.42,-11.8174,0.0524421,-11.765,0.0434123,-0,-0.00557062,0.281685,-12.1218,
Thu Sep 26 02:46:20 2019,27135756,1041.01,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5382,5568,1078,80,30,28,-0.837971,0.550666,-7.41724,0.0564039,-0.256478,-0.0180918,-10.5094,36.0387,30.249,-6.44573,564.724,-11.6722,0.0653199,-11.6069,0.043272,-0,-0.00192439,0.281685,-12.0817,
Thu Sep 26 02:46:20 2019,27145757,1041.01,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5388,5576,1092,80,28,28,-0.579397,-1.02472,-8.82503,-0.0340552,-0.145799,0.0202203,-10.5094,36.0387,30.249,-3.7563,564.979,-11.5183,0.0292492,-11.489,0.0429571,-0,-0.00431795,0.281685,-11.9918,
Thu Sep 26 02:46:20 2019,27155758,1041.01,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5388,5576,1092,80,28,28,-0.316035,-2.24097,-13.3261,0.0202203,-0.0819453,0.0468259,-10.5094,36.0387,30.249,-1.35854,565.247,-11.3484,0.00901199,-11.3394,0.0427387,-0,-0.00299602,0.281685,-11.9294,
Thu Sep 26 02:46:20 2019,27165759,1041.01,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5560,1088,78,30,28,-1.01514,-0.952892,-12.3253,0.133028,-0.188368,0.0670461,-10.8656,34.6043,32.6689,-4.70838,565.564,-11.1607,0.0371524,-11.1235,0.0425441,-0,-0.00266835,0.281685,-11.8738,
Thu Sep 26 02:46:20 2019,27175760,1041.01,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5560,1088,78,30,28,-1.4461,0.560243,-7.75243,0.140478,-0.340552,0.119193,-10.8656,34.6043,32.6689,-10.5662,565.894,-10.9669,0.0752734,-10.8916,0.0425229,-0,-0.000290405,0.281685,-11.8677,
Thu Sep 26 02:46:20 2019,27185761,1041.01,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5384,5576,1080,74,28,28,-1.77171,-0.0814029,-6.78038,0.0372479,-0.385249,0.17879,-10.8656,34.6043,32.6689,-14.6439,566.194,-10.7864,0.0803905,-10.706,0.0427904,0,0.00366879,0.281685,-11.9442,
Thu Sep 26 02:46:20 2019,27195762,1041.44,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5384,5576,1080,74,28,28,-1.23062,-0.914585,-9.73961,-0.0542754,-0.293726,0.262863,-10.8656,34.6043,32.6689,-7.20128,566.454,-10.6249,0.0474769,-10.5775,0.0431509,0,0.00494312,0.281685,-12.0471,
Thu Sep 26 02:46:20 2019,27205777,1041.44,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5570,1088,84,28,28,-1.17316,-1.47483,-11.7029,0.00319267,-0.250093,0.338423,-10.8656,34.6043,32.6689,-5.72452,566.728,-10.4699,0.0303037,-10.4396,0.043391,0,0.00329333,0.281685,-12.1157,
Thu Sep 26 02:46:20 2019,27215780,1041.44,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5570,1088,84,28,28,-2.13084,-1.41258,-12.4546,0.0766241,-0.339488,0.379928,-10.8656,34.6043,32.6689,-9.70863,567.04,-10.3153,0.0509135,-10.2644,0.0438747,0,0.0066335,0.281685,-12.2539,
Thu Sep 26 02:46:20 2019,27225781,1041.44,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5580,1080,82,26,28,-2.12605,-0.105345,-7.1826,0.102166,-0.456552,0.432075,-10.8656,34.6043,32.6689,-16.4888,567.36,-10.1741,0.077148,-10.097,0.0445964,0,0.00989772,0.281685,-12.4601,
Thu Sep 26 02:46:20 2019,27235782,1039.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5580,1080,82,26,28,-2.70066,-0.162806,-6.08127,0.0148991,-0.47358,0.496993,-10.8656,34.6043,32.6689,-23.9458,567.651,-10.0695,0.073518,-9.99597,0.0454574,0,0.0118077,0.281685,-12.7061,
Thu Sep 26 02:46:20 2019,27245783,1039.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5390,5590,1088,82,28,28,-2.35111,-0.383072,-8.26478,-0.0915233,-0.383121,0.554461,-10.8656,34.6043,32.6689,-15.8796,567.912,-10.0115,0.040378,-9.97108,0.0465408,0,0.0148584,0.281685,-13.0157,
Thu Sep 26 02:46:20 2019,27255784,1039.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5390,5590,1088,82,28,28,-2.33195,-1.31681,-11.0804,-0.0266056,-0.296919,0.588516,-10.8656,34.6043,32.6689,-11.8849,568.174,-9.98435,0.0111225,-9.97323,0.047537,0,0.0136622,0.281685,-13.3003,
Thu Sep 26 02:46:20 2019,27265785,1039.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5390,5570,1094,82,30,26,-3.36625,-0.78051,-10.884,0.100037,-0.37035,0.584259,-10.8656,34.6043,32.6689,-17.186,568.481,-9.97549,0.0280125,-9.94748,0.0487799,0,0.0170451,0.281685,-13.6554,
Thu Sep 26 02:46:20 2019,27275801,1039.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5390,5570,1094,82,30,26,-4.07493,0.770933,-5.10923,0.137285,-0.490607,0.562975,-10.8656,34.6043,32.6689,-38.5746,568.802,-10.0098,0.0562398,-9.95355,0.0503598,0,0.0216674,0.281685,-14.1068,
Thu Sep 26 02:46:20 2019,27285802,1040.17,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5384,5576,1076,84,28,28,-4.31435,0.497994,-5.70299,0.0468259,-0.488479,0.538498,-7.65938,33.5285,32.6689,-37.1078,569.088,-10.1274,0.0482866,-10.0792,0.0523278,0,0.0269889,0.281685,-14.6691,
Thu Sep 26 02:46:20 2019,27295805,1040.17,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5384,5576,1076,84,28,28,-3.91213,-0.316035,-5.9855,-0.042569,-0.323524,0.491672,-7.65938,33.5285,32.6689,-33.1687,569.327,-10.3346,-0.0037897,-10.3384,0.0541914,0,0.0255591,0.281685,-15.2016,
Thu Sep 26 02:46:20 2019,27305806,1040.17,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5590,1074,74,28,28,-3.38061,-0.948104,-9.12191,0.0372479,-0.162826,0.405469,-7.65938,33.5285,32.6689,-20.3349,569.568,-10.602,-0.0502664,-10.6522,0.0560711,0,0.0257776,0.281685,-15.7386,
Thu Sep 26 02:46:20 2019,27315807,1040.17,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5590,1074,74,28,28,-3.46202,0.526724,-9.42837,0.146863,-0.158569,0.299047,-7.65938,33.5285,32.6689,-20.1628,569.853,-10.8953,-0.0496959,-10.945,0.0574483,0,0.0188877,0.281685,-16.1321,
Thu Sep 26 02:46:20 2019,27325808,1040.17,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5388,5568,1080,82,28,26,-4.05578,2.11647,-6.94318,0.166019,-0.303304,0.179854,-7.65938,33.5285,32.6689,-30.2908,570.181,-11.2084,-0.0081538,-11.2166,0.0590864,0,0.0224653,0.281685,-16.6001,
Thu Sep 26 02:46:20 2019,27335809,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5388,5568,1080,82,28,26,-4.29999,1.21147,-5.82749,0.0468259,-0.247964,0.0649177,-7.65938,33.5285,32.6689,-36.4229,570.451,-11.5632,-0.0249819,-11.5882,0.0604984,0,0.0193646,0.281685,-17.0036,
Thu Sep 26 02:46:20 2019,27345810,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5578,1072,84,28,28,-2.90177,-0.833182,-6.13394,-0.0287341,0.00957802,-0.0564039,-7.65938,33.5285,32.6689,-25.3174,570.664,-11.9654,-0.0956444,-12.061,0.0616846,0,0.0162683,0.281685,-17.3425,
Thu Sep 26 02:46:20 2019,27355811,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5578,1072,84,28,28,-1.66636,-1.24498,-7.19218,-0.00319267,0.256478,-0.173469,-7.65938,33.5285,32.6689,-13.0448,570.88,-12.3827,-0.157072,-12.5398,0.0621044,0,0.00575684,0.281685,-17.4624,
Thu Sep 26 02:46:20 2019,27365812,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5404,5580,1094,82,28,28,-1.62806,-0.550666,-11.8082,0.0723673,0.284148,-0.262863,-7.65938,33.5285,32.6689,-7.85017,571.158,-12.7738,-0.152567,-12.9263,0.0617218,-0,-0.00524625,0.281685,-17.3531,
Thu Sep 26 02:46:20 2019,27375813,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5404,5580,1094,82,28,28,-2.66714,0.92895,-9.73482,-0.00744957,0.311818,-0.332038,-7.65938,33.5285,32.6689,-15.3219,571.437,-13.1249,-0.147869,-13.2728,0.0610879,-0,-0.00869458,0.281685,-17.172,
Thu Sep 26 02:46:20 2019,27385814,1041.89,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5520,1090,90,28,26,-1.87705,-0.0287304,-10.1754,-0.109615,0.459745,-0.417176,-7.65938,33.5285,32.6689,-10.4519,571.681,-13.4429,-0.176032,-13.6189,0.0602497,-0,-0.011495,0.281685,-16.9325,
Thu Sep 26 02:46:20 2019,27395815,1040.27,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5520,1090,90,28,26,-1.5275,-0.833182,-9.91199,-0.0681104,0.645984,-0.495929,-7.65938,33.5285,32.6689,-8.76073,571.914,-13.7256,-0.211574,-13.9371,0.0588378,-0,-0.0193628,0.281685,-16.5291,
Thu Sep 26 02:46:20 2019,27405816,1040.27,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5584,1078,78,26,28,-1.94409,0.54109,-7.62793,-0.0659819,0.650241,-0.565103,-7.65938,33.5285,32.6689,-14.2983,572.199,-13.9723,-0.193431,-14.1657,0.0571215,-0,-0.0235376,0.281685,-16.0388,
Thu Sep 26 02:46:20 2019,27415819,1040.27,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5402,5584,1078,78,26,28,-1.80044,1.10612,-4.26647,-0.179854,0.727929,-0.608736,-7.65938,33.5285,32.6689,-22.8797,572.464,-14.2021,-0.196241,-14.3984,0.0555232,-0,-0.0219204,0.281685,-15.5821,
Thu Sep 26 02:46:20 2019,27425820,1040.27,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5600,1080,80,28,28,-0.885855,-0.957681,-9.86411,-0.258606,0.921618,-0.590644,-7.65938,33.5285,32.6689,-5.13173,572.695,-14.4204,-0.22981,-14.6502,0.05366,-0,-0.0255516,0.281685,-15.0498,
Thu Sep 26 02:46:20 2019,27435823,1041.52,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5600,1080,80,28,28,-0.531513,-1.51792,-12.3158,-0.208588,1.06103,-0.56936,-7.65938,33.5285,32.6689,-2.47119,572.941,-14.5992,-0.244888,-14.8441,0.051446,-0,-0.0303642,0.281685,-14.4172,
Thu Sep 26 02:46:20 2019,27445824,1041.52,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5388,5538,1080,78,28,28,-1.88184,-0.205901,-9.76834,-0.122386,0.934389,-0.536369,-7.65938,33.5285,32.6689,-10.9043,573.264,-14.7276,-0.184823,-14.9124,0.0495359,-0,-0.026195,0.281685,-13.8714,
Thu Sep 26 02:46:20 2019,27455825,1041.52,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5388,5538,1080,78,28,28,-2.34153,-0.68953,-9.03093,-0.0851379,0.767306,-0.423561,-7.65938,33.5285,32.6689,-14.5355,573.598,-14.826,-0.118057,-14.9441,0.0476403,-0,-0.0259972,0.281685,-13.3298,
Thu Sep 26 02:46:20 2019,27465830,1041.52,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5380,5566,1080,78,28,28,-2.58095,-0.296881,-5.34386,-0.221359,0.737507,-0.240515,-7.65938,33.5285,32.6689,-25.7794,573.893,-14.9222,-0.0941167,-15.0164,0.0459831,-0,-0.0227274,0.281685,-12.8563,
Thu Sep 26 02:46:20 2019,27475833,1041.52,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5380,5566,1080,78,28,28,-2.14042,-2.07338,-6.87615,-0.263928,0.801361,-0.0627892,-7.65938,33.5285,32.6689,-17.2904,574.162,-15.0326,-0.0974903,-15.1301,0.0447467,-0,-0.0169567,0.281685,-12.5031,
Thu Sep 26 02:46:20 2019,27485834,1041.52,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5546,1070,82,28,28,-0.316035,-1.9824,-11.4682,-0.135156,0.902462,0.0787526,-7.65938,33.5285,32.6689,-1.57853,574.419,-15.1353,-0.110524,-15.2459,0.0429915,-0,-0.0240707,0.281685,-12.0016,
Thu Sep 26 02:46:20 2019,27495835,1041.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5546,1070,82,28,28,-0.68953,-0.138864,-11.4586,-0.00532112,0.640663,0.161762,-7.65938,33.5285,32.6689,-3.44365,574.781,-15.1947,-0.0225458,-15.2173,0.0414116,-0,-0.0216672,0.281685,-11.5502,
Thu Sep 26 02:46:20 2019,27505836,1041.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5526,1086,82,30,26,-0.785298,0.35913,-10.0078,0.0276698,0.403341,0.214973,-7.65938,33.5285,32.6689,-4.48675,575.135,-15.2039,0.0513882,-15.1525,0.0398697,-0,-0.0211468,0.281685,-11.1096,
Thu Sep 26 02:46:20 2019,27515837,1041.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5392,5526,1086,82,30,26,-0.92895,0.177171,-6.97192,-0.0840737,0.363965,0.208588,-7.65938,33.5285,32.6689,-7.58949,575.433,-15.1738,0.0645238,-15.1093,0.0384041,-0,-0.0200997,0.281685,-10.6909,
Thu Sep 26 02:46:20 2019,27525840,1041.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5566,1090,82,28,26,-0.378284,-0.866701,-12.6222,-0.118129,0.389506,0.192625,-7.65938,33.5285,32.6689,-1.71662,575.712,-15.1092,0.0585382,-15.0507,0.0370711,-0,-0.0182808,0.281685,-10.3101,
Thu Sep 26 02:46:20 2019,27535851,1041.34,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5394,5566,1090,82,28,26,0.459687,-0.617704,-13.1729,-0.0255414,0.284148,0.144735,-7.65938,33.5285,32.6689,1.99861,576.029,-15.0016,0.088729,-14.9128,0.0357318,-0,-0.0183674,0.281685,-9.9274,
Thu Sep 26 02:46:20 2019,27545854,1040.95,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5384,5558,1078,72,26,28,0.244209,0.517148,-10.3286,0.0681104,0.106422,0.0691746,-7.65938,33.5285,32.6689,1.35445,576.366,-14.843,0.135856,-14.7071,0.034665,-0,-0.0146299,0.281685,-9.62261,
Thu Sep 26 02:46:20 2019,27555855,1040.95,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5384,5558,1078,72,26,28,-0.435745,0.670376,-7.77158,0.0787526,-0.0202203,-0,-7.65938,33.5285,32.6689,-3.20916,576.689,-14.6404,0.164426,-14.476,0.0337662,-0,-0.0123264,0.281685,-9.36581,
Thu Sep 26 02:46:20 2019,27565856,1040.95,1513,1510,1805,1513,1088,1514,-0.0469513,0.281685,1.74155,-0.281677,-0.5,-1.19209e-07,5396,5570,1076,84,28,28,-0.526724,0.560243,-10.9415,0.0585323,-0.116,-0.042569,-7.65938,33.5285,32.6689,-2.7561,577.003,-14.4072,0.181525,-14.2257,0.0331931,-0,-0.00786012,0.281685,-9.20206,
