today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0035, kiei(I)=0, kded(D)=0.00048,signal, mad_pitch
Thu Sep 26 02:46:20 2019,98921979,1040.22,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5410,5558,1226,0,28,28,-0.459687,-0.373495,-9.54808,0.0989729,-0.0234129,-0.0138349,-17.1,34.0664,34.5703,-2.75635,2620.7,-3.91504,-0.00640474,-3.92144,0.0181077,-0,-0.00116993,0.281685,-4.89196,
Thu Sep 26 02:46:20 2019,98931980,1040.22,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5360,5538,1226,0,28,26,-1.61848,-0.272939,-8.22648,0.032991,-0.0404405,0.0202203,-17.1,34.0664,34.5703,-11.1303,2620.99,-3.91927,-0.00151599,-3.92078,0.0179598,-0,-0.00202904,0.281685,-4.84969,
Thu Sep 26 02:46:20 2019,98941981,1040.22,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5534,1232,0,28,28,-0.373495,-0.0383072,-10.7691,0.0468259,0.00744957,0.0148991,-17.1,34.0664,34.5703,-1.98634,2621.27,-3.93383,-0.0148592,-3.94869,0.0184298,0,0.00644641,0.281685,-4.98399,
Thu Sep 26 02:46:20 2019,98951982,1039.69,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5534,1232,0,28,28,-0.459687,0.11971,-9.43794,-0.0138349,-0.00638535,-0.00106422,-17.1,34.0664,34.5703,-2.78846,2621.56,-3.94919,-0.00967846,-3.95887,0.0183594,-0,-0.000965675,0.281685,-4.96387,
Thu Sep 26 02:46:20 2019,98961983,1039.69,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5394,5536,1232,0,28,26,-1.21625,0.842759,-9.0022,0.0244772,-0.0234129,0.0436332,-17.1,34.0664,34.5703,-7.69444,2621.85,-3.96273,-0.00441315,-3.96715,0.0181137,-0,-0.00337024,0.281685,-4.89365,
Thu Sep 26 02:46:20 2019,98971984,1039.69,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5394,5536,1232,0,28,26,-0.6608,-0.497994,-10.8409,0.080881,-0.00638535,0.0159634,-17.1,34.0664,34.5703,-3.4881,2622.13,-3.98062,-0.00885598,-3.98947,0.0183795,0,0.00364572,0.281685,-4.96961,
Thu Sep 26 02:46:20 2019,98981985,1039.69,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5394,5534,1228,0,28,26,-0.59855,-1.04866,-8.96868,-0.0595966,-0.0042569,0.00212845,-17.1,34.0664,34.5703,-3.81814,2622.41,-3.9994,-0.00873743,-4.00814,0.0183771,-0,-3.29361e-05,0.281685,-4.96892,
Thu Sep 26 02:46:20 2019,98991986,1039.69,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5394,5534,1228,0,28,26,-0.766145,0.555455,-9.67736,-0.0340552,0,0.0532112,-17.1,34.0664,34.5703,-4.5266,2622.7,-4.01626,-0.00932839,-4.02559,0.0182055,-0,-0.00235352,0.281685,-4.91989,
Thu Sep 26 02:46:20 2019,99001987,1039.69,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5536,1228,0,28,26,-0.426168,-0.0670376,-10.3334,0.106422,0.00851379,0.00532112,-17.1,34.0664,34.5703,-2.36165,2622.98,-4.0309,-0.0108105,-4.04171,0.01833,0,0.00170718,0.281685,-4.95545,
Thu Sep 26 02:46:20 2019,99011988,1041.09,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5536,1228,0,28,26,-0.957681,-1.33118,-8.49942,-0.00212845,0.0308625,-0.0159634,-17.1,34.0664,34.5703,-6.42875,2623.26,-4.04388,-0.016032,-4.05991,0.0181699,-0,-0.00219573,0.281685,-4.90971,
Thu Sep 26 02:46:20 2019,99021989,1041.09,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5544,1228,0,26,26,-1.1157,0.325611,-9.42837,-0.0564039,0.071303,0.0287341,-17.1,34.0664,34.5703,-6.74867,2623.54,-4.06122,-0.0256322,-4.08686,0.01812,-0,-0.000684723,0.281685,-4.89545,
Thu Sep 26 02:46:20 2019,99031990,1041.09,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5544,1228,0,26,26,0.0191536,0.445322,-10.726,0.0308625,0.0351194,0.00106422,-17.1,34.0664,34.5703,0.102314,2623.84,-4.08047,-0.0133236,-4.09379,0.0183016,0,0.00249165,0.281685,-4.94735,
Thu Sep 26 02:46:20 2019,99041991,1041.09,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5544,1228,0,26,26,-1.06781,-1.0343,-8.93516,0.0202203,-0.0042569,-0.00744957,-17.1,34.0664,34.5703,-6.81493,2624.13,-4.09528,-0.00103417,-4.09632,0.0178953,-0,-0.00557215,0.281685,-4.83127,
Thu Sep 26 02:46:20 2019,99051992,1040.33,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5378,5532,1226,0,26,26,-1.31202,-0.268151,-9.87848,-0.0170276,0.0744957,0.0223487,-17.1,34.0664,34.5703,-7.56554,2624.4,-4.11329,-0.0222559,-4.13554,0.0177614,-0,-0.00183726,0.281685,-4.79299,
Thu Sep 26 02:46:20 2019,99061993,1040.33,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5394,5548,1230,0,26,26,0.205901,0.215478,-10.7835,0.0148991,0.0585323,-0.00106422,-17.1,34.0664,34.5703,1.09388,2624.69,-4.13391,-0.0157113,-4.14962,0.0180399,0,0.00381937,0.281685,-4.87256,
Thu Sep 26 02:46:20 2019,99071994,1040.33,1512,1510,1337,1513,1088,1514,-0.0939026,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5394,5548,1230,0,26,26,-0.603339,-0.124498,-8.46111,-0.0159634,-0.0244772,0.00106422,-17.4563,34.0664,34.5703,-4.07871,2625,-4.1461,0.00889116,-4.13721,0.0176538,-0,-0.00529399,0.281685,-4.76227,
Thu Sep 26 02:46:20 2019,99081995,1040.33,1512,1510,1337,1513,1088,1514,-0.0939026,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1228,0,28,26,-1.01514,-0.11971,-9.72046,0.0702388,0.0915233,0.0276698,-17.4563,34.0664,34.5703,-5.96199,2625.25,-4.1539,-0.0233182,-4.17722,0.0174274,-0,-0.00310588,0.281685,-4.69757,
Thu Sep 26 02:46:20 2019,99091996,1040.33,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1228,0,28,26,0.114922,-0.995988,-10.2568,0.042569,0.0478901,-0.00957802,-17.4563,34.0664,34.5703,0.641943,2625.55,-4.15985,-0.00875705,-4.16861,0.0175867,0,0.002185,0.281685,-4.74309,
Thu Sep 26 02:46:20 2019,99101997,1040.33,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5534,1230,0,26,26,-0.684742,0.023942,-7.44118,-0.080881,-0.0127707,0.0148991,-17.4563,34.0664,34.5703,-5.25759,2625.85,-4.15897,0.00923842,-4.14973,0.0172723,-0,-0.00431138,0.281685,-4.65327,
Thu Sep 26 02:46:20 2019,99111998,1040.94,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5534,1230,0,26,26,-0.751779,0.885855,-10.501,0.0744957,0.0564039,0.0393763,-17.4563,34.0664,34.5703,-4.0949,2626.12,-4.15564,-0.010219,-4.16586,0.0170726,-0,-0.00273853,0.281685,-4.59621,
Thu Sep 26 02:46:20 2019,99121999,1040.94,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1228,0,8,12,-0.248997,-1.22104,-10.0413,0.0862022,0.0351194,-0.0127707,-17.4563,34.0664,34.5703,-1.42049,2626.41,-4.15094,-0.00308189,-4.15403,0.0170716,-0,-1.46255e-05,0.281685,-4.59591,
Thu Sep 26 02:46:20 2019,99132000,1040.94,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1228,0,8,12,-1.01993,-0.426168,-8.54251,-0.0691746,-0.0319267,0.0212845,-17.4563,34.0664,34.5703,-6.80858,2626.72,-4.14395,0.0161556,-4.12779,0.016826,-0,-0.00336765,0.281685,-4.52575,
Thu Sep 26 02:46:20 2019,99142001,1040.94,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5538,1228,0,26,26,-0.186748,1.0726,-10.5728,0.0202203,0.0266056,0.0542754,-17.4563,34.0664,34.5703,-1.01191,2626.99,-4.13705,-0.000726575,-4.13777,0.0168072,-0,-0.000258247,0.281685,-4.52037,
Thu Sep 26 02:46:20 2019,99152002,1041.02,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5538,1228,0,26,26,-0.138864,-0.143652,-10.3094,0.0744957,0.00106422,-0.00319267,-17.4563,34.0664,34.5703,-0.771704,2627.28,-4.12418,0.0067779,-4.1174,0.0167016,-0,-0.00144841,0.281685,-4.49019,
Thu Sep 26 02:46:20 2019,99162003,1041.02,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5412,5546,1230,0,28,28,-1.20668,-0.895431,-7.82904,-0.0478901,-0.0659819,0.0106422,-17.4563,34.0664,34.5703,-8.76197,2627.59,-4.10752,0.0248495,-4.08267,0.0164163,-0,-0.00391262,0.281685,-4.40868,
Thu Sep 26 02:46:20 2019,99172004,1041.02,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5412,5546,1230,0,28,28,-0.244209,0.177171,-10.477,-0.0117065,0.0127707,0.032991,-17.4563,34.0664,34.5703,-1.33526,2627.85,-4.0953,0.00149662,-4.0938,0.016662,0,0.00337024,0.281685,-4.47889,
Thu Sep 26 02:46:20 2019,99182005,1041.02,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5412,5546,1230,0,28,28,0.0909797,0.0143652,-10.1083,-0.0042569,-0.0287341,-0.00532112,-17.4563,34.0664,34.5703,0.515676,2628.15,-4.07895,0.0130816,-4.06587,0.0166758,0,0.000188759,0.281685,-4.48283,
Thu Sep 26 02:46:20 2019,99192006,1041.02,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5372,5528,1228,0,26,26,-1.38385,-0.263362,-8.05409,-0.00957802,-0.101101,0.00532112,-17.4563,34.0664,34.5703,-9.74933,2628.46,-4.05809,0.0321777,-4.02591,0.0163742,-0,-0.00413624,0.281685,-4.39665,
Thu Sep 26 02:46:20 2019,99202007,1041.02,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5372,5528,1228,0,26,26,-0.651223,-0.186748,-10.2089,0.061725,-0.0202203,0.0159634,-17.4563,34.0664,34.5703,-3.64995,2628.72,-4.04504,0.00753723,-4.0375,0.0166556,0,0.0038587,0.281685,-4.47704,
Thu Sep 26 02:46:20 2019,99212008,1039.15,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1226,0,28,28,0.143652,-0.632069,-9.70609,-0.0297983,-0.0542754,-0.0244772,-17.4563,34.0664,34.5703,0.847928,2629.02,-4.03312,0.0162123,-4.01691,0.0168161,0,0.00220136,0.281685,-4.52291,
Thu Sep 26 02:46:20 2019,99222009,1039.15,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5546,1226,0,28,28,-0.986411,0.641646,-8.54251,-0.0542754,-0.126643,0.0266056,-17.4563,34.0664,34.5703,-6.58683,2629.32,-4.01505,0.0348312,-3.98021,0.0165741,-0,-0.00331831,0.281685,-4.45377,
Thu Sep 26 02:46:20 2019,99232010,1039.15,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5546,1226,0,28,28,-0.584185,0.177171,-10.1993,0.14367,-0.0351194,0.0127707,-17.4563,34.0664,34.5703,-3.27815,2629.58,-3.99808,0.00657028,-3.99151,0.0167277,0,0.00210628,0.281685,-4.49766,
Thu Sep 26 02:46:20 2019,99242011,1039.15,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5390,5550,1230,0,26,28,-0.296881,-1.40779,-9.63906,-0.00744957,-0.0532112,-0.0234129,-17.4563,34.0664,34.5703,-1.76414,2629.88,-3.98153,0.0109597,-3.97057,0.016907,0,0.00245961,0.281685,-4.5489,
Thu Sep 26 02:46:20 2019,99252012,1039.41,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5390,5550,1230,0,26,28,-0.866701,0.445322,-8.31746,-0.119193,-0.0989729,0.042569,-17.4563,34.0664,34.5703,-5.94891,2630.18,-3.96339,0.022503,-3.94089,0.0168687,-0,-0.00052636,0.281685,-4.53793,
Thu Sep 26 02:46:20 2019,99262013,1039.41,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5404,5550,1230,0,28,28,-0.263362,0.766145,-10.8984,0.0989729,-0.061725,0.0223487,-17.4563,34.0664,34.5703,-1.3843,2630.45,-3.94603,0.0102754,-3.93576,0.0171274,0,0.00354785,0.281685,-4.61185,
Thu Sep 26 02:46:20 2019,99272014,1039.41,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5404,5550,1230,0,28,28,-0.818817,-1.25935,-9.37569,0.042569,-0.0862022,-0.0117065,-17.4563,34.0664,34.5703,-4.99121,2630.75,-3.92819,0.0158938,-3.9123,0.017169,0,0.000571518,0.281685,-4.62375,
Thu Sep 26 02:46:20 2019,99282015,1039.41,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5404,5550,1230,0,28,28,-1.23062,-0.301669,-9.13148,-0.0989729,-0.110679,0.0404405,-17.4563,34.0664,34.5703,-7.67532,2631.04,-3.91501,0.0209747,-3.89404,0.017217,0,0.000658585,0.281685,-4.63747,
Thu Sep 26 02:46:20 2019,99292016,1039.41,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5526,1228,0,28,28,-0.0814029,0.59855,-11.4012,0.0702388,-0.0595966,0.032991,-17.4563,34.0664,34.5703,-0.409077,2631.31,-3.90775,0.0045486,-3.90321,0.0176161,0,0.00547327,0.281685,-4.7515,
Thu Sep 26 02:46:20 2019,99302017,1039.41,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5546,1226,0,28,28,-0.56982,-0.225055,-8.82024,0.0574681,-0.0798168,-0.00532112,-17.4563,34.0664,34.5703,-3.69638,2631.6,-3.89787,0.00927663,-3.88859,0.0175716,-0,-0.000610496,0.281685,-4.73878,
Thu Sep 26 02:46:20 2019,99312018,1040.55,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5546,1226,0,28,28,-1.46046,-0.536301,-8.9208,-0.0212845,-0.0766241,0.0372479,-17.4563,34.0664,34.5703,-9.29767,2631.89,-3.89024,0.00722018,-3.88302,0.0175391,-0,-0.00044545,0.281685,-4.7295,
Thu Sep 26 02:46:20 2019,99322019,1040.55,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1226,0,28,28,-0.282516,-0.23942,-10.6686,0.0542754,-0.0244772,0.00957802,-17.4563,34.0664,34.5703,-1.5169,2632.16,-3.89105,-0.00811649,-3.89917,0.0180781,0,0.00739165,0.281685,-4.88349,
Thu Sep 26 02:46:20 2019,99332020,1040.55,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1226,0,28,28,-0.383072,-0.158017,-8.80587,-0.00638535,-0.0468259,-0.00957802,-17.4563,34.0664,34.5703,-2.49091,2632.45,-3.89109,-0.00161136,-3.8927,0.0180975,0,0.000266373,0.281685,-4.88904,
Thu Sep 26 02:46:20 2019,99342021,1040.55,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5546,1228,0,28,28,-1.48919,0.282516,-8.7963,0.0180918,-0.0478901,0.0276698,-17.4563,34.0664,34.5703,-9.60894,2632.74,-3.89163,-0.00151234,-3.89315,0.0179386,-0,-0.00217989,0.281685,-4.84363,
Thu Sep 26 02:46:20 2019,99352022,1040,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5546,1228,0,28,28,-0.47884,-0.531513,-10.6159,0.102166,0.00744957,-0.00532112,-17.4563,34.0664,34.5703,-2.58263,2633.01,-3.90037,-0.017041,-3.91741,0.0183555,0,0.00571708,0.281685,-4.96273,
Thu Sep 26 02:46:20 2019,99362023,1040,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5546,1228,0,28,28,-0.593762,-0.54109,-8.68616,-0.0404405,-0.00212845,-0.0159634,-17.4563,34.0664,34.5703,-3.9105,2633.3,-3.91127,-0.0133635,-3.92464,0.01833,-0,-0.000349182,0.281685,-4.95546,
Thu Sep 26 02:46:20 2019,99372024,1040,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5382,5556,1228,0,26,28,-0.952892,1.11091,-9.51456,-0.0372479,-0.00319267,0.0478901,-17.4563,34.0664,34.5703,-5.71916,2633.59,-3.9217,-0.0121452,-3.93385,0.0181748,-0,-0.00212826,0.281685,-4.91112,
Thu Sep 26 02:46:20 2019,99382025,1040,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5548,1228,0,26,28,-0.368707,-0.143652,-10.9319,0.119193,0.0202203,-0.00106422,-17.4563,34.0664,34.5703,-1.93172,2633.87,-3.93275,-0.0175765,-3.95032,0.0183549,0,0.0024692,0.281685,-4.96256,
Thu Sep 26 02:46:20 2019,99392026,1040,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5392,5548,1228,0,26,28,-0.775721,-1.34554,-8.69095,-0.0297983,0.0170276,-0.00957802,-17.4563,34.0664,34.5703,-5.10049,2634.15,-3.94186,-0.0156439,-3.95751,0.0181699,-0,-0.00253699,0.281685,-4.90971,
Thu Sep 26 02:46:20 2019,99402027,1040,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5390,5548,1230,0,28,26,-0.608127,0.191536,-9.8258,-0.080881,0.0553397,0.0468259,-17.4563,34.0664,34.5703,-3.54157,2634.43,-3.95012,-0.0250469,-3.97517,0.0180869,-0,-0.00113839,0.281685,-4.88599,
Thu Sep 26 02:46:20 2019,99412028,1039.87,1512,1510,1337,1513,1088,1514,-0.0939026,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5390,5548,1230,0,28,26,-0.0574608,0.129287,-10.4339,0.0468259,0.0276698,0.00744957,-17.4563,34.0664,34.5703,-0.315531,2634.72,-3.95456,-0.0152458,-3.9698,0.0181448,0,0.000794037,0.281685,-4.90253,
Thu Sep 26 02:46:20 2019,99422029,1039.87,1512,1510,1337,1513,1088,1514,-0.0939026,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1228,0,30,26,-1.22583,-0.684742,-7.54652,0.0244772,0.00957802,-0.0106422,-17.4563,34.0664,34.5703,-9.22635,2635.02,-3.95633,-0.00890554,-3.96524,0.0177481,-0,-0.00544038,0.281685,-4.78919,
Thu Sep 26 02:46:20 2019,99432030,1039.87,1512,1510,1337,1513,1088,1514,-0.0939026,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5540,1228,0,30,26,-0.890643,0.047884,-9.80665,0.0138349,0.0872664,0.0287341,-17.4563,34.0664,34.5703,-5.18939,2635.28,-3.96564,-0.0294377,-3.99507,0.0177295,-0,-0.000255203,0.281685,-4.78388,
Thu Sep 26 02:46:20 2019,99442031,1039.87,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5532,1230,0,28,28,0.205901,0.215478,-10.8122,0.042569,0.0734315,0.00319267,-17.4563,34.0664,34.5703,1.09098,2635.57,-3.97665,-0.0229674,-3.99962,0.0178554,0,0.00172655,0.281685,-4.81985,
Thu Sep 26 02:46:20 2019,99452032,1040.12,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5532,1230,0,28,28,-1.09654,-0.0287304,-8.7532,0.019156,0.0170276,0.00532112,-17.8125,35.1422,34.2246,-7.14045,2635.87,-3.98129,-0.00499729,-3.98629,0.0173772,-0,-0.00655701,0.281685,-4.68324,
Thu Sep 26 02:46:20 2019,99462033,1040.12,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5546,1228,0,28,26,-1.18752,0.047884,-10.252,0.104294,0.094716,0.0383121,-17.8125,35.1422,34.2246,-6.60734,2636.14,-3.98919,-0.0256449,-4.01484,0.0172243,-0,-0.00209816,0.281685,-4.63953,
Thu Sep 26 02:46:20 2019,99472034,1040.12,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5546,1228,0,28,26,-0.0574608,-0.833182,-10.7739,0.0170276,0.0872664,-0.00744957,-17.8125,35.1422,34.2246,-0.305575,2636.43,-4.00086,-0.0212476,-4.02211,0.017336,0,0.00153204,0.281685,-4.67145,
Thu Sep 26 02:46:20 2019,99482035,1040.12,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5548,1228,0,26,28,-0.703895,0.0383072,-8.68616,-0.0925875,-0.00851379,0.0234129,-17.8125,35.1422,34.2246,-4.63292,2636.74,-4.00762,0.00727022,-4.00035,0.0169526,-0,-0.00525716,0.281685,-4.56192,
Thu Sep 26 02:46:20 2019,99492036,1040.12,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5548,1228,0,26,28,-0.718261,0.407014,-10.386,0.0553397,0.0383121,0.0468259,-17.8125,35.1422,34.2246,-3.95607,2637.01,-4.01145,-0.00572541,-4.01717,0.0167724,-0,-0.00247124,0.281685,-4.51044,
Thu Sep 26 02:46:20 2019,99502037,1040.12,1513,1510,1336,1513,1088,1514,-0.0469513,0.281685,1.19108,-0.281677,-0.5,-1.19209e-07,5402,5540,1232,0,28,28,-0.574608,-1.25935,-10.0413,0.0734315,0.0297983,-0.0212845,-17.8125,35.1422,34.2246,-3.27516,2637.3,-4.01473,-0.00270245,-4.01744,0.0167115,-0,-0.000834961,0.281685,-4.49304,
Thu Sep 26 02:46:20 2019,99512038,1039.1,1513,1510,1336,1513,1088,1514,-0.0469513,0.281685,1.19108,-0.281677,-0.5,-1.19209e-07,5402,5540,1232,0,28,28,-0.957681,-0.593762,-8.28394,-0.080881,-0.0117065,0.00851379,-17.8125,35.1422,34.2246,-6.59452,2637.6,-4.01872,0.00935116,-4.00937,0.01648,-0,-0.00317583,0.281685,-4.42688,
Thu Sep 26 02:46:20 2019,99522039,1039.1,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5402,5540,1232,0,28,28,-0.459687,1.0343,-10.4387,0.0564039,0.0244772,0.0372479,-17.8125,35.1422,34.2246,-2.52149,2637.88,-4.02512,-0.000895113,-4.02602,0.0164579,-0,-0.000303337,0.281685,-4.42056,
Thu Sep 26 02:46:20 2019,99532040,1039.1,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5360,5536,1228,0,28,28,-0.378284,-0.746991,-9.97903,0.109615,-0.00212845,-0.0255414,-17.8125,35.1422,34.2246,-2.17092,2638.17,-4.02881,0.00706673,-4.02175,0.0162869,-0,-0.00234487,0.281685,-4.37171,
Thu Sep 26 02:46:20 2019,99542041,1039.1,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5548,1234,0,28,28,-1.40779,-0.679953,-8.73405,-0.0415047,-0.0127707,0.0042569,-17.8125,35.1422,34.2246,-9.15643,2638.46,-4.0321,0.00968661,-4.02242,0.0160246,-0,-0.00359722,0.281685,-4.29677,
Thu Sep 26 02:46:20 2019,99552042,1040.55,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5388,5548,1234,0,28,28,-0.220267,0.354342,-11.2527,0.0223487,0.0255414,0.0244772,-17.8125,35.1422,34.2246,-1.12139,2638.73,-4.04028,-0.00138046,-4.04166,0.0162652,0,0.00330025,0.281685,-4.36552,
Thu Sep 26 02:46:20 2019,99562043,1040.55,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5546,1226,0,28,26,-0.110133,0.493206,-9.31823,-0.00851379,-0.0489543,-0.0127707,-17.8125,35.1422,34.2246,-0.677155,2639.04,-4.04391,0.0197482,-4.02416,0.0161916,-0,-0.00101028,0.281685,-4.34447,
Thu Sep 26 02:46:20 2019,99572044,1040.55,1513,1510,1337,1513,1088,1514,-0.0469513,0.281685,1.19225,-0.281677,-0.5,-1.19209e-07,5384,5546,1226,0,28,26,-1.12527,-0.0287304,-8.60476,-0.0138349,-0.0627892,0.0202203,-17.8125,35.1422,34.2246,-7.4505,2639.33,-4.04133,0.022161,-4.01917,0.0158999,-0,-0.00399962,0.281685,-4.26115,
