Time,Strain
45.09,1569.911
45.09,1570.507
45.09,1570.296
45.091,1570.707
45.092,1570.003
45.092,1569.327
45.093,1571.308
45.093,1570.842
45.093,1568.791
45.094,1570.15
45.094,1570.317
45.095,1570.187
45.096,1569.43
45.096,1569.646
45.096,1570.572
45.097,1569.966
45.097,1570.528
45.098,1569.998
45.099,1569.803
45.099,1569.993
45.099,1569.787
45.1,1570.139
45.1,1570.518
45.101,1569.809
45.102,1570.772
45.102,1571.075
45.102,1571.41
45.103,1570.696
45.103,1570.772
45.104,1569.976
45.105,1570.945
45.105,1569.89
45.105,1570.615
45.106,1570.674
45.106,1570.642
45.107,1569.376
45.108,1570.913
45.108,1570.88
45.108,1570.339
45.109,1570.745
45.109,1570.566
45.11,1570.177
45.111,1569.814
45.111,1570.55
45.111,1570.902
45.112,1569.473
45.112,1569.359
45.113,1570.209
45.114,1570.285
45.114,1570.739
45.114,1570.068
45.115,1570.187
45.115,1570.799
45.116,1570.81
45.117,1569.706
45.117,1570.729
45.117,1569.327
45.118,1570.55
45.118,1570.474
45.119,1570.631
45.12,1570.036
45.12,1570.815
45.12,1570.014
45.121,1569.836
45.121,1570.133
45.122,1570.631
45.123,1569.511
45.123,1569.381
45.123,1570.041
45.124,1570.317
45.124,1570.702
45.125,1570.263
45.126,1569.625
45.126,1570.599
45.127,1570.88
45.127,1569.549
45.127,1570.426
45.128,1569.825
45.129,1569.549
45.129,1570.279
45.13,1570.88
45.13,1570.209
45.13,1569.857
45.131,1570.306
45.132,1570.555
45.132,1569.159
45.133,1569.884
45.133,1570.388
45.133,1571.291
45.134,1570.198
45.135,1569.506
45.135,1570.826
45.136,1570.16
45.136,1570.258
45.136,1570.274
45.137,1571.259
45.138,1569.917
45.138,1570.453
45.139,1571.654
45.139,1570.366
45.139,1570.155
45.14,1570.35
45.141,1570.669
45.141,1571.638
45.142,1570.177
45.142,1569.809
45.142,1570.691
45.143,1569.96
45.144,1570.193
45.144,1570.361
45.145,1570.35
45.145,1570.528
45.145,1569.744
45.146,1570.128
45.147,1570.323
45.147,1570.377
45.148,1570.447
45.148,1570.247
45.148,1570.842
45.149,1570.079
45.15,1569.966
45.15,1571.264
45.151,1569.89
45.151,1569.473
45.151,1571.145
45.152,1569.847
45.153,1570.972
45.153,1570.561
45.154,1569.857
45.154,1570.171
45.154,1570.041
45.155,1571.086
45.156,1569.619
45.156,1570.572
45.157,1569.938
45.157,1569.933
45.157,1570.382
45.158,1569.197
45.158,1569.765
45.159,1570.837
45.16,1570.794
45.16,1569.489
45.16,1569.625
45.161,1571.719
45.161,1570.177
45.162,1569.706
45.163,1570.604
45.163,1569.592
45.163,1570.875
45.164,1570.891
45.164,1571.297
45.165,1569.819
45.166,1570.404
45.166,1569.17
45.166,1570.09
45.167,1570.723
45.167,1570.523
45.168,1570.42
45.169,1569.96
45.169,1570.685
45.169,1570.669
45.17,1571.075
45.17,1570.09
45.171,1570.49
45.172,1570.122
45.172,1570.09
45.172,1570.496
45.173,1570.848
45.173,1569.392
45.174,1570.133
45.175,1570.279
45.175,1569.765
45.175,1570.128
45.176,1570.198
45.176,1569.884
45.177,1569.944
45.178,1570.29
45.178,1569.938
45.178,1570.49
45.179,1569.836
45.179,1569.695
45.18,1570.009
45.181,1570.296
45.181,1569.863
45.181,1570.431
45.182,1569.527
45.182,1569.727
45.183,1569.251
45.184,1569.792
45.184,1569.543
45.184,1569.17
45.185,1570.518
45.185,1570.496
45.186,1569.359
45.187,1570.447
45.187,1570.242
45.187,1570.696
45.188,1570.582
45.188,1569.711
45.189,1570.913
45.19,1569.966
45.19,1569.803
45.191,1570.144
45.191,1571.015
45.191,1570.063
45.192,1569.424
45.193,1570.875
45.193,1569.267
45.194,1569.792
45.194,1568.921
45.194,1569.516
45.195,1570.182
45.196,1569.727
45.196,1570.009
45.197,1570.09
45.197,1570.079
45.197,1569.284
45.198,1570.447
45.199,1568.964
45.199,1569.895
45.2,1569.911
45.2,1571.183
45.2,1570.685
45.201,1570.155
45.202,1570.896
45.202,1569.89
45.203,1571.351
45.203,1570.669
45.203,1570.334
45.204,1570.285
45.205,1569.354
45.205,1570.669
45.206,1570.02
45.206,1570.252
45.206,1570.723
45.207,1569.663
45.208,1570.285
45.208,1570.469
45.209,1569.635
45.209,1570.631
45.209,1570.674
45.21,1569.673
45.211,1570.572
45.211,1569.911
45.212,1570.766
45.212,1570.528
45.212,1569.625
45.213,1570.058
45.214,1569.879
45.214,1568.975
45.215,1569.771
45.215,1569.035
45.215,1570.263
45.216,1570.052
45.217,1570.328
45.217,1570.426
45.218,1568.797
45.218,1570.734
45.218,1570.02
45.219,1570.225
45.219,1570.074
45.22,1569.316
45.221,1570.16
45.221,1569.446
45.221,1569.982
45.222,1570.074
45.222,1569.565
45.223,1570.528
45.224,1569.727
45.224,1570.317
45.224,1570.382
45.225,1569.311
45.225,1570.426
45.226,1569.874
45.227,1569.17
45.227,1569.722
45.227,1570.155
45.228,1570.074
45.228,1569.614
45.229,1569.522
45.23,1569.933
45.23,1569.928
45.23,1570.409
45.231,1569.619
45.231,1569.755
45.232,1569.798
45.233,1570.296
45.233,1570.528
45.233,1570.674
45.234,1569.56
45.234,1569.944
45.235,1570.642
45.236,1569.993
45.236,1569.911
45.236,1570.328
45.237,1569.814
45.237,1570.902
45.238,1570.702
45.239,1569.576
45.239,1569.792
45.239,1570.507
45.24,1570.42
45.24,1570.306
45.241,1569.971
45.242,1570.258
45.242,1570.068
45.242,1570.555
45.243,1569.424
45.243,1570.848
45.244,1569.565
45.245,1569.424
45.245,1570.62
45.245,1569.879
45.246,1569.765
45.246,1570.117
45.247,1570.436
45.248,1570.187
45.248,1569.787
45.248,1570.242
45.249,1569.998
45.249,1569.424
45.25,1569.673
45.251,1570.252
45.251,1570.182
45.252,1570.572
45.252,1570.085
45.252,1570.734
45.253,1569.376
45.254,1569.69
45.254,1569.733
45.255,1569.868
45.255,1569.982
45.255,1570.204
45.256,1570.772
45.257,1570.539
45.257,1570.631
45.258,1569.917
45.258,1569.289
45.258,1570.187
45.259,1569.771
45.26,1569.024
45.26,1569.387
45.261,1569.825
45.261,1570.49
45.261,1570.036
45.262,1570.371
45.263,1570.209
45.263,1569.132
45.264,1570.155
45.264,1569.976
45.264,1570.214
45.265,1569.554
45.266,1571.124
45.266,1570.301
45.267,1569.354
45.267,1570.361
45.267,1569.755
45.268,1570.344
45.269,1571.335
45.269,1570.085
45.27,1570.122
45.27,1570.074
45.27,1570.875
45.271,1569.608
45.272,1570.296
45.272,1570.085
45.273,1569.457
45.273,1570.496
45.273,1570.442
45.274,1569.305
45.275,1569.787
45.275,1569.002
45.276,1569.635
45.276,1570.085
45.276,1569.711
45.277,1570.361
45.278,1569.051
45.278,1569.37
45.279,1570.063
45.279,1569.571
45.279,1569.538
45.28,1570.09
45.281,1570.447
45.281,1570.274
45.282,1570.691
45.282,1570.582
45.282,1570.285
45.283,1569.836
45.283,1570.875
45.284,1569.267
45.285,1570.144
45.285,1569.982
45.285,1569.614
45.286,1570.058
45.286,1570.42
45.287,1570.252
45.288,1570.783
45.288,1570.242
45.288,1569.186
45.289,1569.663
45.289,1570.88
45.29,1570.707
45.291,1570.415
45.291,1570.106
45.291,1570.003
45.292,1569.408
45.292,1570.306
45.293,1568.05
45.294,1569.89
45.294,1570.398
45.294,1569.354
45.295,1570.528
45.295,1569.127
45.296,1570.068
45.297,1569.911
45.297,1570.22
45.297,1569.749
45.298,1570.837
45.298,1570.025
45.299,1569.424
45.3,1568.97
45.3,1570.339
45.3,1570.442
45.301,1569.127
45.301,1570.582
45.302,1570.009
45.303,1570.112
45.303,1569.744
45.303,1569.073
45.304,1570.03
45.304,1569.755
45.305,1569.825
45.306,1569.489
45.306,1570.426
45.306,1569.792
45.307,1569.04
45.307,1570.101
45.308,1569.765
45.309,1569.343
45.309,1569.982
45.309,1569.711
45.31,1569.738
45.31,1570.415
45.311,1569.879
45.312,1569.976
45.312,1570.242
45.312,1569.43
45.313,1569.435
45.313,1569.657
45.314,1570.279
45.315,1571.172
45.315,1570.355
45.316,1568.954
45.316,1569.046
45.316,1570.209
45.317,1570.22
45.318,1569.576
45.318,1569.976
45.319,1570.512
45.319,1569.949
45.319,1570.144
45.32,1570.572
45.321,1570.398
45.321,1569.343
45.322,1570.263
45.322,1569.56
45.322,1571.264
45.323,1569.966
45.324,1569.565
45.324,1569.782
45.325,1570.377
45.325,1569.511
45.325,1571.091
45.326,1570.463
45.327,1569.868
45.327,1569.462
45.328,1570.404
45.328,1570.301
45.328,1569.836
45.329,1568.699
45.33,1569.403
45.33,1570.274
45.331,1569.852
45.331,1570.334
45.331,1569.809
45.332,1569.847
45.333,1569.679
45.333,1569.024
45.334,1570.674
45.334,1569.484
45.334,1569.392
45.335,1569.911
45.336,1570.15
45.336,1569.186
45.337,1569.825
45.337,1569.782
45.337,1570.599
45.338,1570.647
45.339,1569.105
45.339,1569.663
45.34,1570.204
45.34,1570.166
45.34,1570.328
45.341,1570.886
45.342,1569.522
45.342,1569.127
45.343,1570.745
45.343,1570.258
45.343,1569.457
45.344,1570.934
45.344,1569.224
45.345,1569.327
45.346,1570.361
45.346,1569.949
45.346,1570.334
45.347,1569.744
45.347,1569.224
45.348,1569.998
45.349,1569.332
45.349,1569.549
45.349,1568.591
45.35,1569.619
45.35,1571.4
45.351,1569.765
45.352,1570.599
45.352,1570.209
45.352,1570.112
45.353,1570.036
45.353,1570.285
45.354,1569.798
45.355,1570.312
45.355,1568.927
45.355,1569.798
45.356,1569.381
45.356,1569.246
45.357,1570.707
45.358,1569.527
45.358,1569.695
45.358,1570.003
45.359,1570.393
45.359,1570.263
45.36,1569.549
45.361,1569.727
45.361,1570.122
45.361,1569.717
45.362,1570.355
45.362,1569.159
45.363,1569.262
45.364,1570.204
45.364,1569.782
45.364,1569.884
45.365,1568.624
45.365,1570.047
45.366,1568.921
45.367,1570.61
45.367,1570.664
45.367,1568.872
45.368,1569.998
45.368,1570.263
45.369,1570.258
45.37,1569.094
45.37,1570.382
45.37,1570.095
45.371,1569.587
45.371,1570.285
45.372,1569.928
45.373,1569.847
45.373,1569.5
45.373,1569.695
45.374,1570.22
45.374,1569.982
45.375,1569.56
45.376,1569.051
45.376,1570.561
45.377,1569.414
45.377,1569.473
45.377,1570.317
45.378,1569.549
45.379,1569.067
45.379,1570.35
45.38,1569.619
45.38,1569.771
45.38,1569.554
45.381,1570.058
45.382,1570.398
45.382,1570.101
45.383,1569.782
45.383,1568.58
45.383,1570.507
45.384,1569.695
45.385,1569.192
45.385,1569.982
45.386,1570.068
45.386,1570.074
45.386,1570.106
45.387,1570.669
45.388,1569.581
45.388,1569.695
45.389,1570.415
45.389,1569.343
45.389,1570.106
45.39,1569.646
45.391,1569.711
45.391,1569.809
45.392,1570.144
45.392,1569.019
45.392,1570.545
45.393,1569.462
45.394,1569.23
45.394,1570.204
45.395,1568.948
45.395,1569.446
45.395,1569.608
45.396,1569.76
45.397,1569.695
45.397,1569.722
45.398,1569.711
45.398,1570.155
45.398,1569.462
45.399,1569.235
45.4,1569.127
45.4,1569.381
45.401,1570.236
45.401,1568.423
45.401,1569.966
45.402,1569.841
45.403,1569.733
45.403,1569.554
45.404,1569.381
45.404,1569.863
45.404,1569.673
45.405,1570.436
45.406,1569.473
45.406,1570.03
45.407,1569.278
45.407,1570.409
45.407,1569.657
45.408,1569.457
45.408,1569.884
45.409,1569.446
45.41,1570.101
45.41,1568.829
45.41,1570.112
45.411,1568.937
45.411,1569.733
45.412,1570.079
45.413,1569.852
45.413,1569.836
45.413,1570.306
45.414,1570.339
45.414,1569.635
45.415,1570.415
45.416,1569.646
45.416,1569.863
45.416,1570.095
45.417,1570.22
45.417,1569.37
45.418,1569.76
45.419,1570.783
45.419,1570.085
45.419,1570.539
45.42,1569.895
45.42,1569.776
45.421,1570.166
45.422,1569.738
45.422,1569.587
45.422,1570.193
45.423,1569.955
45.423,1568.986
45.424,1570.182
45.425,1569.744
45.425,1569.825
45.425,1569.349
45.426,1569.376
45.426,1569.203
45.427,1569.809
45.428,1569.457
45.428,1570.101
45.428,1568.542
45.429,1568.959
45.429,1569.175
45.43,1569.495
45.431,1570.507
45.431,1569.365
45.431,1570.16
45.432,1569.495
45.432,1569.901
45.433,1569.641
45.434,1569.668
45.434,1568.78
45.434,1569.554
45.435,1569.733
45.435,1569.776
45.436,1569.343
45.437,1569.836
45.437,1570.025
45.437,1569.706
45.438,1570.361
45.438,1569.246
45.439,1569.727
45.44,1568.921
45.44,1569.782
45.441,1568.991
45.441,1569.43
45.441,1569.614
45.442,1568.991
45.443,1570.377
45.443,1569.414
45.444,1568.759
45.444,1569.755
45.444,1569.83
45.445,1569.284
45.446,1569.652
45.446,1569.235
45.447,1570.095
45.447,1570.539
45.447,1570.085
45.448,1570.074
45.449,1568.932
45.449,1569.668
45.45,1568.537
45.45,1569.203
45.45,1570.052
45.451,1569.257
45.452,1570.247
45.452,1569.798
45.453,1569.1
45.453,1569.598
45.453,1569.944
45.454,1569.944
45.455,1568.775
45.455,1568.835
45.456,1569.305
45.456,1570.036
45.456,1569.257
45.457,1570.463
45.458,1569.809
45.458,1568.872
45.459,1569.019
45.459,1568.954
45.459,1570.095
45.46,1569.711
45.461,1569.067
45.461,1569.403
45.462,1570.426
45.462,1569.581
45.462,1570.22
45.463,1569.949
45.464,1569.051
45.464,1569.489
45.465,1569.462
45.465,1569.067
45.465,1569.522
45.466,1568.629
45.467,1569.814
45.467,1570.474
45.468,1569.473
45.468,1569.338
45.468,1570.886
45.469,1569.982
45.469,1569.971
45.47,1570.404
45.471,1570.101
45.471,1569.933
45.471,1570.252
45.472,1569.581
45.472,1569.641
45.473,1569.516
45.474,1569.922
45.474,1570.463
45.474,1569.576
45.475,1569.148
45.475,1569.652
45.476,1570.436
45.477,1570.296
45.477,1569.17
45.477,1569.322
45.478,1569.841
45.478,1568.542
45.479,1569.608
45.48,1569.408
45.48,1568.521
45.48,1569.397
45.481,1569.479
45.481,1570.079
45.482,1569.782
45.483,1569.901
45.483,1569.365
45.483,1570.988
45.484,1569.246
45.484,1569.392
45.485,1570.371
45.486,1569.776
45.486,1570.918
45.486,1569.5
45.487,1570.783
45.487,1569.338
45.488,1569.473
45.489,1569.917
45.489,1569.7
45.489,1568.959
45.49,1569.592
45.49,1569.852
45.491,1570.896
45.492,1568.467
45.492,1569.067
45.492,1570.204
45.493,1568.856
45.493,1569.527
45.494,1568.948
45.495,1569.332
45.495,1570.328
45.495,1569.598
45.496,1570.523
45.496,1568.813
45.497,1569.376
45.498,1569.262
45.498,1569.154
45.498,1569.543
45.499,1569.711
45.499,1568.899
45.5,1568.824
45.501,1570.274
45.501,1569.598
45.502,1569.23
45.502,1569.484
45.502,1570.247
45.503,1569.884
45.504,1569.895
45.504,1569.403
45.505,1569.614
45.505,1569.506
45.505,1569.219
45.506,1569.235
45.507,1569.414
45.507,1569.809
45.508,1569.863
45.508,1569.446
45.508,1568.364
45.509,1569.327
45.51,1569.359
45.51,1569.738
45.511,1570.328
45.511,1570.436
45.511,1569.451
45.512,1569.782
45.513,1569.159
45.513,1569.311
45.514,1569.522
45.514,1569.235
45.514,1569.251
45.515,1570.155
45.516,1569.419
45.516,1569.451
45.517,1570.079
45.517,1570.095
45.517,1569.836
45.518,1570.274
45.519,1569.684
45.519,1569.841
45.52,1570.593
45.52,1569.955
45.52,1570.16
45.521,1569.267
45.522,1570.193
45.522,1569.24
45.523,1570.561
45.523,1569.43
45.523,1569.7
45.524,1570.122
45.525,1570.177
45.525,1569.062
45.526,1569.69
45.526,1570.15
45.526,1569.289
45.527,1569.43
45.528,1569.322
45.528,1568.569
45.529,1568.829
45.529,1568.964
45.529,1569.43
45.53,1569.489
45.531,1568.991
45.531,1569.457
45.532,1569.392
45.532,1568.586
45.532,1568.721
45.533,1570.204
45.533,1570.523
45.534,1569.657
45.535,1569.408
45.535,1570.058
45.535,1569.874
45.536,1570.323
45.536,1570.187
45.537,1569.446
45.538,1569.576
45.538,1570.285
45.538,1569.143
45.539,1569.451
45.539,1569.63
45.54,1569.424
45.541,1569.403
45.541,1569.592
45.541,1569.24
45.542,1569.148
45.542,1570.62
45.543,1569.598
45.544,1569.37
45.544,1569.094
45.544,1569.251
45.545,1568.645
45.545,1569.657
45.546,1569.511
45.547,1570.085
45.547,1569.008
45.547,1570.171
45.548,1569.17
45.548,1570.058
45.549,1568.515
45.55,1568.667
45.55,1569.219
45.55,1569.419
45.551,1570.112
45.551,1570.166
45.552,1569.971
45.553,1570.187
45.553,1569.976
45.553,1569.722
45.554,1569.419
45.554,1570.296
45.555,1570.555
45.556,1569.684
45.556,1570.193
45.556,1570.485
45.557,1569.874
45.557,1569.587
45.558,1569.998
45.559,1568.932
45.559,1570.209
45.559,1569.246
45.56,1568.775
45.56,1569.257
45.561,1568.845
45.562,1569.203
45.562,1568.916
45.562,1568.991
45.563,1569.403
45.563,1569.105
45.564,1569.608
45.565,1570.258
45.565,1569.83
45.566,1569.441
45.566,1569.019
45.566,1569.814
45.567,1570.463
45.568,1569.094
45.568,1569.062
45.569,1569.473
45.569,1569.857
45.569,1571.313
45.57,1569.782
45.571,1569.3
45.571,1569.641
45.572,1569.83
45.572,1568.791
45.572,1569.43
45.573,1569.982
45.574,1569.717
45.574,1570.128
45.575,1569.976
45.575,1569.489
45.575,1568.786
45.576,1571.037
45.577,1569.543
45.577,1569.803
45.578,1570.377
45.578,1569.516
45.578,1570.247
45.579,1569.267
45.58,1570.068
45.58,1569.765
45.581,1569.262
45.581,1569.819
45.581,1569.668
45.582,1569.998
45.583,1569.04
45.583,1569.635
45.584,1570.214
45.584,1569.327
45.584,1568.78
45.585,1570.837
45.586,1569.635
45.586,1569.203
45.587,1570.555
45.587,1569.235
45.587,1570.15
45.588,1569.522
45.589,1570.225
45.589,1569.538
45.59,1569.43
45.59,1569.738
45.59,1570.247
45.591,1569.755
45.592,1569.955
45.592,1569.186
45.593,1570.09
45.593,1569.917
45.593,1569.657
45.594,1569.782
45.594,1568.331
45.595,1569.17
45.596,1569.327
45.596,1570.193
45.596,1568.883
45.597,1569.284
45.597,1569.262
45.598,1569.511
45.599,1570.371
45.599,1569.159
45.599,1569.652
45.6,1570.095
45.6,1569.895
45.601,1569.257
45.602,1569.468
45.602,1569.874
45.602,1569.138
45.603,1569.305
45.603,1570.409
45.604,1570.187
45.605,1568.959
45.605,1569.543
45.605,1569.803
45.606,1568.412
45.606,1568.813
45.607,1569.722
45.608,1569.89
45.608,1569.652
45.608,1568.753
45.609,1569.825
45.609,1569.262
45.61,1568.889
45.611,1569.792
45.611,1569.506
45.611,1569.63
45.612,1570.025
45.612,1569.289
45.613,1569.181
45.614,1569.554
45.614,1569.343
45.614,1569.365
45.615,1568.97
45.615,1569.457
45.616,1569.165
45.617,1568.813
45.617,1570.572
45.617,1568.932
45.618,1569.343
45.618,1570.058
45.619,1568.997
45.62,1569.289
45.62,1568.645
45.62,1569.695
45.621,1569.111
45.621,1569.711
45.622,1569.652
45.623,1569.295
45.623,1570.047
45.623,1568.423
45.624,1569.181
45.624,1569.365
45.625,1568.283
45.626,1569.132
45.626,1570.052
45.627,1569.23
45.627,1569.322
45.627,1569.175
45.628,1569.327
45.629,1569.7
45.629,1568.845
45.63,1569.338
45.63,1569.847
45.63,1569.305
45.631,1569.267
45.632,1570.463
45.632,1569.522
45.633,1569.473
45.633,1569.029
45.633,1570.014
45.634,1569.132
45.635,1568.705
45.635,1569.262
45.636,1570.22
45.636,1569.094
45.636,1568.78
45.637,1569.684
45.638,1568.548
45.638,1570.15
45.639,1568.921
45.639,1569.343
45.639,1568.835
45.64,1569.998
45.641,1569.295
45.641,1569.603
45.642,1570.014
45.642,1568.64
45.642,1569.403
45.643,1568.672
45.644,1569.116
45.644,1570.236
45.645,1568.618
45.645,1569.819
45.645,1569.711
45.646,1568.613
45.647,1568.932
45.647,1569.906
45.648,1569.338
45.648,1569.046
45.648,1568.753
45.649,1568.916
45.65,1569.035
45.65,1570.371
45.651,1570.03
45.651,1568.829
45.651,1569.938
45.652,1569.657
45.653,1569.679
