Time,Strain
44.312,1573.743
44.312,1572.817
44.312,1573.277
44.313,1573.537
44.313,1573.694
44.314,1573.185
44.315,1573.272
44.315,1572.406
44.316,1573.137
44.316,1572.969
44.316,1573.391
44.317,1572.78
44.318,1573.64
44.318,1573.099
44.319,1573.786
44.319,1573.418
44.319,1572.341
44.32,1573.326
44.321,1573.559
44.321,1573.759
44.322,1573.64
44.322,1573.315
44.322,1573.456
44.323,1573.981
44.324,1573.797
44.324,1573.288
44.325,1573.705
44.325,1572.839
44.325,1573.294
44.326,1574.814
44.327,1573.591
44.327,1572.861
44.328,1572.644
44.328,1573.759
44.328,1572.98
44.329,1572.347
44.33,1573.018
44.33,1572.974
44.331,1572.282
44.331,1573.304
44.331,1572.888
44.332,1572.812
44.333,1573.088
44.333,1573.413
44.334,1572.742
44.334,1572.384
44.334,1572.455
44.335,1573.478
44.336,1573.889
44.336,1573.575
44.337,1573.077
44.337,1573.277
44.337,1572.558
44.338,1573.153
44.339,1572.964
44.339,1573.256
44.34,1572.292
44.34,1573.775
44.34,1572.314
44.341,1572.688
44.342,1573.039
44.342,1573.088
44.343,1573.451
44.343,1573.499
44.343,1572.168
44.344,1572.985
44.344,1572.991
44.345,1572.541
44.346,1573.467
44.346,1572.655
44.346,1573.12
44.347,1573.185
44.347,1573.115
44.348,1572.617
44.349,1573.58
44.349,1573.261
44.349,1572.693
44.35,1573.272
44.35,1573.905
44.351,1572.958
44.352,1571.957
44.352,1573.764
44.352,1573.348
44.353,1573.028
44.353,1573.932
44.354,1571.946
44.355,1572.585
44.355,1574.316
44.355,1573.256
44.356,1572.579
44.356,1573.543
44.357,1572.428
44.358,1573.434
44.358,1573.034
44.358,1572.709
44.359,1573.515
44.359,1573.012
44.36,1572.98
44.361,1573.137
44.361,1573.548
44.361,1572.715
44.362,1572.909
44.362,1573.553
44.363,1573.396
44.364,1573.402
44.364,1573.083
44.364,1573.84
44.365,1573.586
44.365,1573.413
44.366,1572.974
44.367,1573.975
44.367,1573.71
44.367,1573.028
44.368,1572.926
44.368,1573.781
44.369,1573.31
44.37,1572.677
44.37,1573.331
44.37,1573.039
44.371,1572.947
44.371,1572.682
44.372,1572.233
44.373,1573.591
44.373,1573.775
44.373,1572.844
44.374,1573.007
44.374,1573.093
44.375,1572.476
44.376,1573.705
44.376,1573.396
44.377,1573.445
44.377,1572.666
44.377,1573.402
44.378,1573.44
44.379,1572.054
44.379,1572.985
44.38,1572.552
44.38,1572.498
44.38,1572.812
44.381,1572.487
44.382,1572.801
44.382,1572.991
44.383,1572.433
44.383,1572.606
44.383,1572.958
44.384,1572.785
44.385,1572.877
44.385,1573.943
44.386,1573.618
44.386,1571.649
44.386,1572.325
44.387,1573.001
44.388,1573.64
44.388,1572.688
44.389,1573.515
44.389,1572.422
44.389,1572.558
44.39,1572.639
44.391,1573.51
44.391,1572.866
44.392,1572.677
44.392,1572.558
44.392,1572.926
44.393,1572.796
44.394,1572.482
44.394,1572.141
44.395,1572.855
44.395,1573.131
44.395,1572.78
44.396,1572.877
44.397,1572.038
44.397,1572.314
44.398,1572.915
44.398,1572.303
44.398,1572.541
44.399,1572.855
44.4,1573.391
44.4,1572.504
44.401,1572.498
44.401,1572.715
44.401,1572.72
44.402,1573.104
44.403,1572.574
44.403,1573.337
44.404,1573.164
44.404,1573.001
44.404,1574.159
44.405,1572.985
44.406,1573.321
44.406,1572.211
44.407,1572.303
44.407,1573.375
44.407,1572.357
44.408,1573.331
44.408,1573.716
44.409,1573.218
44.41,1572.861
44.41,1573.683
44.41,1571.952
44.411,1573.034
44.411,1572.428
44.412,1571.87
44.413,1572.747
44.413,1572.899
44.413,1573.31
44.414,1572.758
44.414,1573.169
44.415,1572.249
44.416,1573.072
44.416,1572.558
44.416,1572.276
44.417,1573.526
44.417,1572.985
44.418,1572.617
44.419,1574.37
44.419,1572.693
44.419,1571.843
44.42,1572.936
44.42,1573.202
44.421,1573.575
44.422,1573.867
44.422,1573.499
44.422,1572.173
44.423,1572.909
44.423,1573.207
44.424,1572.817
44.425,1573.018
44.425,1573.093
44.425,1573.169
44.426,1572.39
44.426,1572.985
44.427,1571.102
44.428,1572.828
44.428,1572.98
44.428,1573.104
44.429,1573.093
44.429,1572.428
44.43,1572.287
44.431,1571.08
44.431,1572.439
44.431,1572.671
44.432,1572.444
44.432,1572.493
44.433,1572.514
44.434,1574.057
44.434,1572.292
44.434,1571.93
44.435,1573.142
44.435,1573.499
44.436,1571.724
44.437,1572.509
44.437,1572.78
44.437,1573.12
44.438,1572.888
44.438,1572.514
44.439,1572.877
44.44,1573.126
44.44,1572.996
44.441,1573.229
44.441,1572.872
44.441,1572.563
44.442,1573.656
44.443,1572.417
44.443,1573.023
44.444,1571.887
44.444,1572.888
44.444,1572.282
44.445,1572.855
44.446,1572.065
44.446,1572.049
44.447,1572.368
44.447,1573.056
44.447,1572.709
44.448,1572.217
44.449,1572.872
44.449,1573.137
44.45,1573.759
44.45,1572.428
44.45,1572.79
44.451,1572.439
44.452,1572.206
44.452,1573.781
44.453,1572.417
44.453,1572.384
44.453,1572.433
44.454,1573.131
44.455,1572.449
44.455,1572.2
44.456,1573.126
44.456,1572.255
44.456,1572.926
44.457,1572.964
44.458,1572.693
44.458,1573.337
44.459,1572.541
44.459,1573.012
44.459,1572.78
44.46,1572.747
44.461,1571.952
44.461,1572.617
44.462,1572.725
44.462,1572.698
44.462,1572.455
44.463,1572.054
44.464,1572.623
44.464,1573.061
44.465,1572.374
44.465,1572.027
44.465,1572.931
44.466,1573.212
44.467,1572.287
44.467,1573.353
44.468,1572.249
44.468,1572.119
44.468,1573.321
44.469,1573.158
44.469,1571.005
44.47,1572.401
44.471,1572.747
44.471,1572.19
44.471,1572.844
44.472,1573.126
44.472,1572.422
44.473,1572.888
44.474,1573.635
44.474,1573.056
44.474,1573.256
44.475,1572.752
44.475,1572.817
44.476,1572.487
44.477,1572.612
44.477,1572.206
44.477,1572.504
44.478,1573.11
44.478,1571.849
44.479,1572.292
44.48,1572.742
44.48,1572.525
44.48,1573.147
44.481,1571.854
44.481,1572.26
44.482,1572.639
44.483,1572.877
44.483,1572.666
44.483,1572.574
44.484,1572.276
44.484,1572.238
44.485,1572.936
44.486,1573.131
44.486,1572.915
44.486,1572.39
44.487,1572.969
44.487,1572.471
44.488,1572.639
44.489,1572.482
44.489,1572.996
44.489,1572.682
44.49,1572.552
44.49,1571.919
44.491,1571.925
44.492,1573.175
44.492,1572.547
44.492,1573.169
44.493,1572.206
44.493,1571.854
44.494,1571.394
44.495,1573.31
44.495,1571.492
44.495,1572.579
44.496,1572.46
44.496,1572.682
44.497,1571.713
44.498,1572.466
44.498,1572.877
44.498,1571.811
44.499,1572.866
44.499,1572.379
44.5,1571.291
44.501,1571.73
44.501,1572.298
44.502,1572.942
44.502,1573.256
44.502,1572.433
44.503,1572.06
44.504,1573.158
44.504,1573.05
44.505,1572.249
44.505,1572.953
44.505,1572.065
44.506,1572.163
44.507,1572.336
44.507,1573.272
44.508,1571.957
44.508,1572.65
44.508,1572.228
44.509,1573.147
44.51,1572.46
44.51,1572.287
44.511,1571.946
44.511,1572.081
44.511,1573.039
44.512,1571.995
44.513,1572.179
44.513,1572.882
44.514,1571.697
44.514,1572.417
44.514,1571.93
44.515,1572.406
44.516,1573.331
44.516,1572.108
44.517,1571.995
44.517,1573.337
44.517,1571.708
44.518,1572.13
44.519,1572.72
44.519,1572.985
44.52,1571.313
44.52,1573.467
44.52,1572.271
44.521,1572.612
44.522,1573.261
44.522,1572.704
44.523,1572.509
44.523,1571.632
44.523,1571.589
44.524,1573.207
44.525,1572.834
44.525,1573.093
44.526,1572.049
44.526,1573.088
44.526,1571.762
44.527,1571.881
44.528,1573.164
44.528,1572.568
44.529,1571.876
44.529,1571.8
44.529,1572.157
44.53,1572.617
44.531,1572.33
44.531,1572.476
44.532,1572.52
44.532,1573.077
44.532,1571.546
44.533,1572.612
44.533,1572.049
44.534,1572.357
44.535,1572.498
44.535,1572.146
44.535,1572.985
44.536,1571.134
44.536,1572.514
44.537,1572.877
44.538,1573.672
44.538,1572.742
44.538,1572.828
44.539,1572.33
44.539,1572.558
44.54,1572.899
44.541,1572.612
44.541,1571.789
44.541,1572.504
44.542,1572.747
44.542,1572.774
44.543,1572.487
44.544,1571.833
44.544,1572.623
44.544,1572.872
44.545,1572.184
44.545,1572.173
44.546,1572.623
44.547,1572.915
44.547,1571.935
44.547,1572.211
44.548,1572.823
44.548,1571.903
44.549,1572.39
44.55,1571.719
44.55,1572.049
44.55,1571.367
44.551,1571.692
44.551,1571.892
44.552,1572.098
44.553,1572.157
44.553,1572.379
44.553,1572.893
44.554,1572.26
44.554,1571.86
44.555,1572.433
44.556,1572.06
44.556,1572.384
44.556,1571.87
44.557,1572
44.557,1572.168
44.558,1572.541
44.559,1572.163
44.559,1571.962
44.559,1572.255
44.56,1572.455
44.56,1571.308
44.561,1572.379
44.562,1571.833
44.562,1571.789
44.562,1572.422
44.563,1571.768
44.563,1572.817
44.564,1572.357
44.565,1572.152
44.565,1572.238
44.566,1571.984
44.566,1572.244
44.566,1573.267
44.567,1572.19
44.568,1571.632
44.568,1572.715
44.569,1572.428
44.569,1571.843
44.569,1571.448
44.57,1571.34
44.571,1572.449
44.571,1572.807
44.572,1572.13
44.572,1572.357
44.572,1572.233
44.573,1572.011
44.574,1572.255
44.574,1572.092
44.575,1572.401
44.575,1572.347
44.575,1571.903
44.576,1572.558
44.577,1572.076
44.577,1571.989
44.578,1572.839
44.578,1571.833
44.578,1572.168
44.579,1572.395
44.58,1571.952
44.58,1571.968
44.581,1571.156
44.581,1572.217
44.581,1571.546
44.582,1572.206
44.583,1571.486
44.583,1572.807
44.584,1572.06
44.584,1572.688
44.584,1571.708
44.585,1571.67
44.586,1573.472
44.586,1571.93
44.587,1572.249
44.587,1573.045
44.587,1572.395
44.588,1571.659
44.589,1572.709
44.589,1572.044
44.59,1572.59
44.59,1571.995
44.59,1572.368
44.591,1572.336
44.592,1572.022
44.592,1572.46
44.593,1572.72
44.593,1572.671
44.593,1571.34
44.594,1571.421
44.594,1573.694
44.595,1572.282
44.596,1571.6
44.596,1571.562
44.596,1571.529
44.597,1571.665
44.597,1572.065
44.598,1572.119
44.599,1572.249
44.599,1571.746
44.599,1572.482
44.6,1571.914
44.6,1572.282
44.601,1571.681
44.602,1572.163
44.602,1573.158
44.602,1571.854
44.603,1572.444
44.603,1572.715
44.604,1572.379
44.605,1572.152
44.605,1572.444
44.605,1572.314
44.606,1572.406
44.606,1572.98
44.607,1573.039
44.608,1572.66
44.608,1572.125
44.608,1571.789
44.609,1571.741
44.609,1572.406
44.61,1571.557
44.611,1571.416
44.611,1572.26
44.611,1571.865
44.612,1572.292
44.612,1571.87
44.613,1572.428
44.614,1572.255
44.614,1572.157
44.614,1572.217
44.615,1571.989
44.615,1572
44.616,1572.314
44.617,1572.141
44.617,1571.768
44.617,1572.049
44.618,1573.023
44.618,1573.191
44.619,1572.617
44.62,1571.248
44.62,1572.796
44.62,1572.736
44.621,1572.368
44.621,1571.925
44.622,1571.681
44.623,1573.061
44.623,1572.574
44.623,1572.33
44.624,1571.324
44.624,1573.191
44.625,1571.562
44.626,1572.292
44.626,1572.579
44.627,1571.048
44.627,1571.681
44.627,1571.443
44.628,1572.141
44.629,1571.692
44.629,1572.915
44.63,1571.87
44.63,1572.422
44.63,1572.222
44.631,1572.839
44.632,1572.092
44.632,1571.697
44.633,1572.13
44.633,1572.341
44.633,1571.962
44.634,1572.433
44.635,1571.335
44.635,1572.092
44.636,1572.796
44.636,1572.79
44.636,1572.417
44.637,1572.384
44.638,1572.525
44.638,1571.849
44.639,1571.389
44.639,1571.059
44.639,1572.552
44.64,1572.13
44.641,1571.302
44.641,1571.854
44.642,1571.611
44.642,1571.562
44.642,1571.697
44.643,1571.594
44.644,1571.465
44.644,1571.134
44.645,1572.152
44.645,1572.108
44.645,1572
44.646,1571.957
44.647,1571.946
44.647,1572.314
44.648,1572.163
44.648,1572.433
44.648,1572.087
44.649,1572.157
44.65,1571.519
44.65,1572.807
44.651,1572.179
44.651,1572.352
44.651,1571.621
44.652,1572.449
44.653,1571.919
44.653,1571.481
44.654,1572.633
44.654,1572.357
44.654,1571.107
44.655,1571.822
44.656,1571.795
44.656,1572.13
44.657,1570.94
44.657,1571.989
44.657,1572.044
44.658,1572.32
44.658,1572.98
44.659,1571.984
44.66,1571.995
44.66,1571.805
44.66,1571.189
44.661,1572.054
44.661,1571.741
44.662,1571.546
44.663,1571.524
44.663,1571.6
44.663,1571.768
44.664,1571.037
44.664,1571.833
44.665,1571.161
44.666,1571.345
44.666,1571.627
44.666,1571.665
44.667,1572.244
44.667,1572.72
44.668,1571.237
44.669,1572.444
44.669,1572.384
44.669,1571.654
44.67,1571.8
44.67,1571.86
44.671,1572.709
44.672,1572.547
44.672,1571.854
44.672,1572.125
44.673,1572.271
44.673,1571.486
44.674,1572.439
44.675,1572.103
44.675,1571.833
44.675,1570.804
44.676,1572.336
44.676,1572.509
44.677,1570.837
44.678,1572.146
44.678,1571.843
44.678,1570.891
44.679,1571.437
44.679,1571.946
44.68,1570.653
44.681,1571.735
44.681,1572.368
44.681,1571.778
44.682,1571.968
44.682,1571.465
44.683,1572.298
44.684,1571.876
44.684,1571.995
44.684,1571.281
44.685,1571.216
44.685,1572.498
44.686,1571.091
44.687,1570.994
44.687,1572.725
44.687,1572.098
44.688,1572.33
44.688,1571.887
44.689,1571.952
44.69,1570.626
44.69,1572.049
44.691,1571.524
44.691,1570.902
44.691,1572.092
44.692,1571.973
44.693,1571.454
44.693,1571.735
44.694,1571.757
44.694,1571.529
44.694,1571.697
44.695,1571.751
44.696,1572.228
44.696,1571.172
44.697,1571.291
44.697,1571.757
44.697,1572.563
44.698,1572.114
44.699,1571.676
44.699,1572.228
44.7,1572.016
44.7,1571.394
44.7,1571.427
44.701,1571.773
44.702,1571.768
44.702,1571.946
44.703,1571.367
44.703,1571.589
44.703,1572.471
44.704,1571.892
44.705,1571.86
44.705,1571.335
44.706,1572.222
44.706,1571.735
44.706,1572.152
44.707,1572.108
44.708,1571.102
44.708,1572.255
44.709,1572.552
44.709,1571.789
44.709,1572.579
44.71,1571.724
44.711,1571.329
44.711,1572.157
44.712,1570.572
44.712,1572.163
44.712,1571.973
44.713,1571.73
44.714,1571.822
44.714,1571.838
44.715,1571.632
44.715,1570.858
44.715,1571.941
44.716,1572.357
44.717,1571.383
44.717,1572.303
44.718,1572.006
44.718,1571.389
44.718,1572.06
44.719,1572.011
44.719,1571.335
44.72,1571.378
44.721,1572.742
44.721,1571.378
44.721,1571.454
44.722,1571.497
44.722,1572.06
44.723,1571.421
44.724,1572.157
44.724,1571.638
44.724,1572.228
44.725,1571.757
44.725,1571.665
44.726,1571.589
44.727,1571.443
44.727,1571.324
44.727,1571.638
44.728,1572.146
44.728,1571.887
44.729,1571.724
44.73,1571.6
44.73,1570.534
44.73,1571.248
44.731,1571.508
44.731,1571.519
44.732,1571.654
44.733,1571.887
44.733,1571.335
44.733,1571.508
44.734,1571.443
44.734,1571.286
44.735,1571.281
44.736,1572.78
44.736,1570.496
44.736,1570.766
44.737,1571.616
44.737,1571.746
44.738,1571.865
44.739,1572.314
44.739,1571.535
44.739,1571.703
44.74,1571.762
44.74,1571.351
44.741,1571.876
44.742,1570.988
44.742,1571.535
44.742,1571.226
44.743,1572.33
44.743,1571.465
44.744,1571.486
44.745,1572.146
44.745,1570.913
44.745,1571.318
44.746,1571.032
44.746,1571.486
44.747,1571.124
44.748,1571.551
44.748,1571.751
44.748,1571.145
44.749,1570.923
44.749,1571.854
44.75,1571.887
44.751,1570.956
44.751,1571.102
44.752,1570.122
44.752,1572.108
44.752,1571.621
44.753,1571.189
44.754,1572.152
44.754,1571.475
44.755,1572.449
44.755,1572.081
44.755,1571.719
44.756,1571.811
44.757,1572.579
44.757,1571.383
44.758,1571.21
44.758,1571.632
44.758,1571.389
44.759,1572.022
44.76,1571.475
44.76,1571.172
44.761,1571.161
44.761,1572.146
44.761,1571.216
44.762,1571.735
44.763,1571.389
44.763,1571.887
44.764,1571.329
44.764,1570.95
44.764,1571.486
44.765,1571.378
44.766,1571.616
44.766,1571.659
44.767,1570.642
44.767,1572.222
44.767,1571.93
44.768,1571.221
44.769,1571.54
44.769,1571.8
44.77,1571.318
44.77,1571.795
44.77,1572.439
44.771,1572.26
44.772,1571.47
44.772,1570.761
44.773,1572.417
44.773,1570.637
44.773,1571.508
44.774,1571.351
44.775,1571.535
44.775,1571.064
44.776,1571.952
44.776,1571.989
44.776,1572.2
44.777,1572
44.778,1571.735
44.778,1572.401
44.779,1571.551
44.779,1571.54
44.779,1571.557
44.78,1571.768
44.781,1572.179
44.781,1570.62
44.782,1569.922
44.782,1571.432
44.782,1571.324
44.783,1571.703
44.783,1571.367
44.784,1571.665
44.785,1571.324
44.785,1571.08
44.785,1572.033
44.786,1571.113
44.786,1571.226
44.787,1571.968
44.788,1571.194
44.788,1571.286
44.788,1572.32
44.789,1572.054
44.789,1571.751
44.79,1571.378
44.791,1571.941
44.791,1571.686
44.791,1572.476
44.792,1571.21
44.792,1572.249
44.793,1572.184
44.794,1570.777
44.794,1571.14
44.794,1571.762
44.795,1571.632
44.795,1571.86
44.796,1571.14
44.797,1570.999
44.797,1572.347
44.797,1571.226
44.798,1571.275
44.798,1570.994
44.799,1571.275
44.8,1570.804
44.8,1571.502
44.8,1570.788
44.801,1571.773
44.801,1571.421
44.802,1571.627
44.803,1571.811
44.803,1570.983
44.803,1571.616
44.804,1571.73
44.804,1571.362
44.805,1572.449
44.806,1571.264
44.806,1571.8
44.806,1572.292
44.807,1571.297
44.807,1572.033
44.808,1571.351
44.809,1571.226
44.809,1570.907
44.809,1572.736
44.81,1571.811
44.81,1570.702
44.811,1571.389
44.812,1572.016
44.812,1570.826
44.812,1571.335
44.813,1571.475
44.813,1571.41
44.814,1570.831
44.815,1571.594
44.815,1570.48
44.816,1571.621
44.816,1570.582
44.816,1571.156
44.817,1571.724
44.818,1571.627
44.818,1571.21
44.819,1571.979
44.819,1572.59
44.819,1571.275
44.82,1571.286
44.821,1571.529
44.821,1571.746
44.822,1571.54
44.822,1572.065
44.822,1571.692
44.823,1571.367
44.824,1572.054
44.824,1571.849
44.825,1571.811
44.825,1571.757
44.825,1571.156
44.826,1571.042
44.827,1571.946
44.827,1571.746
44.828,1571.881
44.828,1572.228
44.828,1571.194
44.829,1571.335
44.83,1571.34
44.83,1570.864
44.831,1571.205
44.831,1571.713
44.831,1571.378
44.832,1571.151
44.833,1571.838
44.833,1571.605
44.834,1571.427
44.834,1571.248
44.834,1571.935
44.835,1572.282
44.836,1570.685
44.836,1570.702
44.837,1571.064
44.837,1571.378
44.837,1571.546
44.838,1571.914
44.839,1571.264
44.839,1572.585
44.84,1572.19
44.84,1571.638
44.84,1571.042
44.841,1571.069
44.842,1571.638
44.842,1571.481
44.843,1571.762
44.843,1571.67
44.843,1571.226
44.844,1570.913
44.844,1571.811
44.845,1570.653
44.846,1570.913
44.846,1571.746
44.846,1571.248
44.847,1571.405
44.847,1571.67
44.848,1572.114
44.849,1571.264
44.849,1571.914
44.849,1571.335
44.85,1571.584
44.85,1571.356
44.851,1571.557
44.852,1572.439
44.852,1571.546
44.852,1571.676
44.853,1571.14
44.853,1572.087
44.854,1572
44.855,1571.697
44.855,1571.221
44.855,1571.919
44.856,1571.416
44.856,1570.999
44.857,1571.448
44.858,1571.069
44.858,1571.01
44.858,1571.264
44.859,1570.788
44.859,1571.659
44.86,1570.918
44.861,1570.588
44.861,1571.8
44.861,1571.416
44.862,1570.869
44.862,1571.421
44.863,1571.54
44.864,1570.306
44.864,1570.436
44.864,1571.291
44.865,1570.81
44.865,1571.059
44.866,1571.719
44.867,1570.734
44.867,1571.151
44.867,1570.496
44.868,1571.069
44.868,1571.378
44.869,1572.076
44.87,1570.377
44.87,1571.876
44.87,1572.514
44.871,1570.95
44.871,1571.286
44.872,1571.649
44.873,1571.632
44.873,1571.757
44.873,1571.199
44.874,1570.977
44.874,1571.329
44.875,1571.221
44.876,1570.512
44.876,1571.156
44.877,1571.481
44.877,1570.474
44.877,1570.582
44.878,1573.185
44.879,1571.015
44.879,1571.01
44.88,1571.465
44.88,1571.048
44.88,1571.145
44.881,1571.827
44.882,1571.854
44.882,1570.593
44.883,1571.465
44.883,1571.843
44.883,1571.816
44.884,1571.502
44.885,1570.967
44.885,1571.351
44.886,1572.422
44.886,1571.08
44.886,1571.308
44.887,1571.524
44.888,1572.363
44.888,1571.73
44.889,1571.502
44.889,1571.14
44.889,1571.362
44.89,1571.843
44.891,1571.692
44.891,1571.221
44.892,1570.875
44.892,1571.773
44.892,1571.34
44.893,1572.309
44.894,1570.193
44.894,1569.906
44.895,1572.271
44.895,1571.448
44.895,1571.026
44.896,1571.318
44.897,1570.42
44.897,1571.773
44.898,1571.502
44.898,1571.459
44.898,1570.539
44.899,1571.362
44.9,1571.226
44.9,1571.091
44.901,1570.794
44.901,1571.161
44.901,1571.005
44.902,1571.638
44.903,1570.496
44.903,1571.805
44.904,1572.384
44.904,1571.275
44.904,1571.199
44.905,1571.129
44.906,1571.075
44.906,1571.356
44.907,1571.389
44.907,1571.524
44.907,1571.643
44.908,1571.281
44.908,1571.297
44.909,1571.919
44.91,1570.539
44.91,1571.578
44.91,1570.453
44.911,1571.508
44.911,1571.345
44.912,1570.794
44.913,1571.145
44.913,1570.831
44.913,1571.183
44.914,1570.371
44.914,1570.144
44.915,1570.664
44.916,1570.858
44.916,1570.999
44.916,1571.589
44.917,1571.373
44.917,1570.453
44.918,1571.118
44.919,1571.557
44.919,1571.73
44.919,1570.68
44.92,1572.06
44.92,1571.243
44.921,1570.572
44.922,1571.091
44.922,1570.961
44.922,1570.739
44.923,1570.523
44.923,1571.416
44.924,1571.015
44.925,1570.923
44.925,1571.01
44.925,1571.535
44.926,1570.972
44.926,1571.172
44.927,1570.22
44.928,1570.853
44.928,1572.541
44.928,1570.902
44.929,1570.014
44.929,1570.388
44.93,1571.172
44.931,1571.811
44.931,1570.685
44.931,1571.08
44.932,1571.237
44.932,1571.621
44.933,1570.902
44.934,1571.216
44.934,1570.02
44.934,1570.447
44.935,1571.551
44.935,1571.746
44.936,1571.454
44.937,1570.377
44.937,1571.421
44.937,1571.259
44.938,1571.665
44.938,1570.577
44.939,1570.75
44.94,1570.886
44.94,1571.708
44.941,1572.32
44.941,1569.96
44.941,1571.708
44.942,1571.161
44.943,1571.286
44.943,1570.799
44.944,1570.999
44.944,1569.776
44.944,1571.475
44.945,1570.929
44.946,1571.405
44.946,1570.49
44.947,1571.226
44.947,1571.021
44.947,1570.923
44.948,1570.896
44.949,1571.659
44.949,1570.977
44.95,1571.259
44.95,1570.42
44.95,1570.842
44.951,1572.152
44.952,1571.037
44.952,1571.134
44.953,1570.582
44.953,1571.308
44.953,1570.961
44.954,1571.394
44.955,1570.988
44.955,1571.286
44.956,1571.448
44.956,1571.719
44.956,1571.134
44.957,1571.421
44.958,1571.437
44.958,1570.842
44.959,1571.091
44.959,1570.729
44.959,1570.469
44.96,1571.248
44.961,1571.167
44.961,1570.426
44.962,1570.913
44.962,1569.717
44.962,1570.469
44.963,1571.535
44.964,1571.416
44.964,1571.427
44.965,1570.864
44.965,1571.649
44.965,1571.73
44.966,1570.891
44.967,1570.653
44.967,1571.075
44.968,1570.799
44.968,1570.804
44.968,1571.183
44.969,1572.271
44.969,1570.085
44.97,1570.777
44.971,1571.297
44.971,1571.578
44.971,1572.065
44.972,1571.989
44.972,1571.86
44.973,1571.502
44.974,1570.35
44.974,1571.6
44.974,1571.253
44.975,1571.102
44.975,1571.508
44.976,1571.281
44.977,1571.129
44.977,1570.485
44.977,1570.166
44.978,1571.302
44.978,1570.063
44.979,1571.021
44.98,1571.026
44.98,1570.848
44.98,1570.572
44.981,1570.561
44.981,1570.875
44.982,1569.928
44.983,1570.458
44.983,1570.956
44.983,1571.14
44.984,1571.762
44.984,1571.134
44.985,1569.527
44.986,1572.525
44.986,1570.003
44.986,1570.702
44.987,1571.308
44.987,1570.723
44.988,1571.351
44.989,1570.404
44.989,1571.649
44.989,1570.88
44.99,1571.551
44.99,1571.686
44.991,1571.497
44.992,1569.809
44.992,1572.011
44.992,1571.784
44.993,1570.685
44.993,1571.156
44.994,1570.301
44.995,1572.238
44.995,1569.998
44.995,1570.404
44.996,1570.772
44.996,1571.097
44.997,1570.977
44.998,1570.512
44.998,1570.409
44.998,1571.059
44.999,1570.691
44.999,1570.983
45,1571.308
45.001,1570.35
45.001,1570.182
45.002,1570.68
45.002,1570.685
45.002,1569.976
45.003,1570.637
45.004,1571.232
45.004,1570.523
45.005,1571.075
45.005,1570.545
45.005,1569.917
45.006,1570.377
45.007,1570.907
45.007,1571.042
45.008,1571.4
45.008,1569.809
45.008,1569.792
45.009,1570.999
45.01,1571.091
45.01,1570.561
45.011,1571.189
45.011,1571.021
45.011,1569.538
45.012,1570.323
45.013,1570.204
45.013,1570.344
45.014,1570.085
45.014,1571.097
45.014,1570.696
45.015,1570.75
45.016,1569.614
45.016,1570.29
45.017,1570.712
45.017,1570.804
45.017,1570.658
45.018,1571.205
45.019,1571.172
45.019,1571.351
45.02,1569.479
45.02,1570.647
45.02,1571.243
45.021,1570.393
45.022,1570.436
45.022,1570.285
45.023,1571.14
45.023,1570.853
45.023,1569.56
45.024,1570.528
45.025,1570.923
45.025,1570.777
45.026,1570.853
45.026,1571.281
45.026,1569.949
45.027,1570.306
45.028,1569.571
45.028,1570.723
45.029,1570.263
45.029,1570.117
45.029,1570.512
45.03,1570.058
45.031,1570.453
45.031,1569.181
45.032,1570.647
45.032,1569.598
45.032,1570.317
45.033,1570.62
45.033,1571.427
45.034,1569.462
45.035,1570.344
45.035,1571.091
45.035,1570.572
45.036,1569.619
45.036,1569.944
45.037,1570.729
45.038,1570.29
45.038,1570.485
45.038,1570.55
45.039,1570.144
45.039,1569.506
45.04,1569.928
45.041,1570.512
45.041,1571.151
45.041,1569.543
45.042,1570.393
45.042,1570.382
45.043,1569.922
45.044,1570.81
45.044,1570.106
45.044,1569.5
45.045,1570.339
45.045,1569.749
45.046,1569.744
45.047,1569.619
45.047,1569.993
45.047,1569.533
45.048,1570.388
45.048,1570.555
45.049,1570.09
45.05,1570.474
45.05,1570.523
45.05,1569.868
45.051,1570.095
45.051,1570.252
45.052,1570.718
45.053,1570.306
45.053,1570.907
45.053,1570.361
45.054,1570.079
45.054,1570.047
45.055,1570.756
45.056,1571.508
45.056,1570.009
45.056,1570.566
45.057,1569.922
45.057,1570.75
45.058,1571.443
45.059,1569.489
45.059,1570.025
45.059,1570.426
45.06,1569.387
45.06,1570.62
45.061,1570.664
45.062,1570.707
45.062,1570.231
45.062,1570.501
45.063,1570.204
45.063,1570.236
45.064,1570.577
45.065,1570.101
45.065,1569.69
45.066,1570.49
45.066,1569.798
45.066,1570.685
45.067,1570.398
45.068,1569.998
45.068,1570.631
45.069,1571.432
45.069,1570.826
45.069,1571.086
45.07,1570.772
45.071,1571.08
45.071,1571.097
45.072,1570.858
45.072,1570.436
45.072,1570.22
45.073,1570.631
45.074,1570.317
45.074,1569.814
45.075,1570.734
45.075,1569.69
45.075,1569.668
45.076,1571.567
45.077,1569.7
45.077,1570.361
45.078,1569.614
45.078,1570.523
45.078,1570.512
45.079,1570.236
45.08,1570.723
45.08,1570.269
45.081,1569.933
45.081,1569.917
45.081,1569.792
45.082,1570.447
45.083,1569.181
45.083,1570.269
45.084,1571.156
45.084,1570.171
45.084,1569.798
45.085,1570.831
45.086,1570.507
45.086,1570.561
45.087,1571.226
45.087,1570.463
45.087,1570.155
45.088,1570.642
45.089,1570.826
45.089,1570.804
