time,input,output,voltage
1.006,0,0.589048622548086,-2.94524311274043
1.008,0,0.589048622548086,-2.94524311274043
1.01,0,0.592116584123857,-2.96058292061929
1.012,0,0.592116584123857,-2.96058292061929
1.014,0,0.592116584123857,-2.96058292061929
1.016,0,0.592116584123857,-2.96058292061929
1.018,0,0.592116584123857,-2.96058292061929
1.02,0,0.592116584123857,-2.96058292061929
1.022,0,0.592116584123857,-2.96058292061929
1.024,0,0.592116584123857,-2.96058292061929
1.026,0,0.592116584123857,-2.96058292061929
1.028,0,0.592116584123857,-2.96058292061929
1.03,0,0.592116584123857,-2.96058292061929
1.032,0,0.592116584123857,-2.96058292061929
1.034,0,0.592116584123857,-2.96058292061929
1.036,0,0.592116584123857,-2.96058292061929
1.038,0,0.592116584123857,-2.96058292061929
1.04,0,0.592116584123857,-2.96058292061929
1.042,0,0.592116584123857,-2.96058292061929
1.044,0,0.592116584123857,-2.96058292061929
1.046,0,0.592116584123857,-2.96058292061929
1.048,0,0.592116584123857,-2.96058292061929
1.05,0,0.592116584123857,-2.96058292061929
1.052,0,0.592116584123857,-2.96058292061929
1.054,0,0.592116584123857,-2.96058292061929
1.056,0,0.592116584123857,-2.96058292061929
1.058,0,0.592116584123857,-2.96058292061929
1.06,0,0.592116584123857,-2.96058292061929
1.062,0,0.595184545699629,-2.97592272849814
1.064,0,0.595184545699629,-2.97592272849814
1.066,0,0.595184545699629,-2.97592272849814
1.068,0,0.595184545699629,-2.97592272849814
1.07,0,0.595184545699629,-2.97592272849814
1.072,0,0.595184545699629,-2.97592272849814
1.074,0,0.595184545699629,-2.97592272849814
1.076,0,0.595184545699629,-2.97592272849814
1.078,0,0.5982525072754,-2.991262536377
1.08,0,0.5982525072754,-2.991262536377
1.082,0,0.5982525072754,-2.991262536377
1.084,0,0.5982525072754,-2.991262536377
1.086,0,0.601320468851171,-3.00660234425586
1.088,0,0.601320468851171,-3.00660234425586
1.09,0,0.601320468851171,-3.00660234425586
1.092,0,0.601320468851171,-3.00660234425586
1.094,0,0.604388430426943,-3.02194215213471
1.096,0,0.604388430426943,-3.02194215213471
1.098,0,0.604388430426943,-3.02194215213471
1.1,0,0.604388430426943,-3.02194215213471
1.102,0,0.607456392002714,-3.03728196001357
1.104,0,0.607456392002714,-3.03728196001357
1.106,0,0.607456392002714,-3.03728196001357
1.108,0,0.607456392002714,-3.03728196001357
1.11,0,0.610524353578485,-3.05262176789243
1.112,0,0.610524353578485,-3.05262176789243
1.114,0,0.610524353578485,-3.05262176789243
1.116,0,0.610524353578485,-3.05262176789243
1.118,0,0.613592315154256,-3.06796157577128
1.12,0,0.613592315154256,-3.06796157577128
1.122,0,0.613592315154256,-3.06796157577128
1.124,0,0.613592315154256,-3.06796157577128
1.126,0,0.616660276730028,-3.08330138365014
1.128,0,0.616660276730028,-3.08330138365014
1.13,0,0.616660276730028,-3.08330138365014
1.132,0,0.616660276730028,-3.08330138365014
1.134,0,0.619728238305799,-3.098641191529
1.136,0,0.619728238305799,-3.098641191529
1.138,0,0.619728238305799,-3.098641191529
1.14,0,0.62279619988157,-3.11398099940785
1.142,0,0.62279619988157,-3.11398099940785
1.144,0,0.62279619988157,-3.11398099940785
1.146,0,0.625864161457342,-3.12932080728671
1.148,0,0.625864161457342,-3.12932080728671
1.15,0,0.625864161457342,-3.12932080728671
1.152,0,0.628932123033113,-3.14466061516556
1.154,0,0.628932123033113,-3.14466061516556
1.156,0,0.628932123033113,-3.14466061516556
1.158,0,0.632000084608884,-3.16000042304442
1.16,0,0.632000084608884,-3.16000042304442
1.162,0,0.635068046184655,-3.17534023092328
1.164,0,0.635068046184655,-3.17534023092328
1.166,0,0.635068046184655,-3.17534023092328
1.168,0,0.638136007760427,-3.19068003880213
1.17,0,0.638136007760427,-3.19068003880213
1.172,0,0.641203969336198,-3.20601984668099
1.174,0,0.641203969336198,-3.20601984668099
1.176,0,0.641203969336198,-3.20601984668099
1.178,0,0.644271930911969,-3.22135965455985
1.18,0,0.644271930911969,-3.22135965455985
1.182,0,0.644271930911969,-3.22135965455985
1.184,0,0.644271930911969,-3.22135965455985
1.186,0,0.644271930911969,-3.22135965455985
1.188,0,0.647339892487741,-3.2366994624387
1.19,0,0.647339892487741,-3.2366994624387
1.192,0,0.647339892487741,-3.2366994624387
1.194,0,0.650407854063512,-3.25203927031756
1.196,0,0.650407854063512,-3.25203927031756
1.198,0,0.650407854063512,-3.25203927031756
1.2,0,0.653475815639283,-3.26737907819642
1.202,0,0.653475815639283,-3.26737907819642
1.204,0,0.653475815639283,-3.26737907819642
1.206,0,0.656543777215054,-3.28271888607527
1.208,0,0.656543777215054,-3.28271888607527
1.21,0,0.656543777215054,-3.28271888607527
1.212,0,0.659611738790826,-3.29805869395413
1.214,0,0.659611738790826,-3.29805869395413
1.216,0,0.659611738790826,-3.29805869395413
1.218,0,0.659611738790826,-3.29805869395413
1.22,0,0.662679700366597,-3.31339850183298
1.222,0,0.662679700366597,-3.31339850183298
1.224,0,0.662679700366597,-3.31339850183298
1.226,0,0.662679700366597,-3.31339850183298
1.228,0,0.665747661942368,-3.32873830971184
1.23,0,0.665747661942368,-3.32873830971184
1.232,0,0.665747661942368,-3.32873830971184
1.234,0,0.665747661942368,-3.32873830971184
1.236,0,0.665747661942368,-3.32873830971184
1.238,0,0.66881562351814,-3.3440781175907
1.24,0,0.66881562351814,-3.3440781175907
1.242,0,0.66881562351814,-3.3440781175907
1.244,0,0.66881562351814,-3.3440781175907
1.246,0,0.66881562351814,-3.3440781175907
1.248,0,0.66881562351814,-3.3440781175907
1.25,0,0.66881562351814,-3.3440781175907
1.252,0,0.66881562351814,-3.3440781175907
1.254,0,0.66881562351814,-3.3440781175907
1.256,0,0.66881562351814,-3.3440781175907
1.258,0,0.66881562351814,-3.3440781175907
1.26,0,0.66881562351814,-3.3440781175907
1.262,0,0.66881562351814,-3.3440781175907
1.264,0,0.66881562351814,-3.3440781175907
1.266,0,0.66881562351814,-3.3440781175907
1.268,0,0.66881562351814,-3.3440781175907
