Time (sec),AccY (m/s^2),AccZ (m/s^2),Gyro (deg/s)
46.39,9.139395,4.483477,-218.6593
46.401,8.717872,2.43334,-222.625
46.412,9.177715,6.667735,-222.1415
46.42,7.127578,7.2617,-216.6532
46.43,8.794512,3.123106,-223.604
46.44,8.296348,8.296348,-229.2742
46.45,6.476133,6.380332,-229.2738
46.46,7.280859,8.334668,-226.1635
46.47,6.246211,6.246211,-222.5663
46.48,7.453301,5.652246,-224.7618
46.49,6.725215,6.476133,-230.6159
46.501,6.763535,6.878496,-230.1892
46.512,5.728887,10.23152,-229.8867
46.52,6.322852,5.997129,-223.9149
46.53,5.039121,9.924961,-222.6992
46.54,5.863008,7.204219,-228.2518
46.55,4.636758,9.886642,-227.8288
46.56,4.770879,10.42313,-224.2351
46.57,2.701582,10.67221,-222.5305
46.58,4.445157,9.7142,-219.9722
46.59,3.870352,8.047266,-223.6944
46.601,3.774551,9.79084,-223.208
46.612,3.372188,8.986114,-228.5777
46.62,1.18793,11.18953,-222.8483
46.63,2.854863,10.23152,-221.0823
46.64,1.992656,9.426797,-222.1822
46.65,1.762734,9.158555,-229.0747
46.66,1.072969,9.7142,-230.5405
46.67,-0.3257227,11.24701,-228.7758
46.68,0.364043,9.330997,-228.1087
46.69,-1.24541,10.07824,-226.5879
46.701,-0.3065625,7.587422,-228.8459
46.711,-2.816543,11.05541,-229.5212
46.72,-0.5556446,7.050938,-239.2182
46.73,-1.609453,11.20869,-238.8543
46.74,-4.636758,10.72969,-235.4416
46.75,-1.590293,7.989786,-232.0289
46.761,-5.939649,8.928633,-234.1041
46.77,-0.8622071,7.893985,-244.2268
46.78,-3.908672,12.03258,-249.8983
46.79,-6.09293,7.932305,-244.899
46.801,-6.399492,12.01342,-246.9116
46.812,-6.495293,6.878496,-239.842
46.82,-2.184258,8.909473,-241.9209
46.83,-6.322852,5.977969,-252.0486
46.84,-2.931504,8.794512,-251.2007
46.85,-8.353828,9.963282,-242.7917
46.86,-5.863008,4.349356,-236.0291
46.87,-8.238868,8.392149,-237.9864
46.881,-6.11209,3.889512,-244.2729
46.89,-6.782696,8.986114,-242.3887
46.9,-6.897656,4.521797,-237.8795
46.911,-8.602911,6.916817,-230.6312
46.92,-7.472461,5.307364,-227.2809
46.93,-7.146739,4.081113,-231.4307
46.94,-9.196876,5.997129,-226.4951
46.95,-9.656719,2.950664,-220.4619
46.96,-8.775352,4.234395,-216.7459
46.97,-6.801856,3.180586,-215.527
46.98,-10.78717,3.027305,-220.1009
46.99,-6.916817,1.18793,-220.1625
47.001,-11.80266,3.372188,-213.3336
47.01,-9.005274,3.429668,-210.712
47.021,-11.89846,2.893184,-213.767
47.03,-7.414981,1.437012,-218.4051
47.04,-8.986114,0.2299219,-225.0554
47.05,-10.94045,1.417852,-224.2057
47.06,-7.970625,-1.092129,-220.673
47.07,-10.03992,1.551973,-222.2619
47.08,-9.522598,-0.3257227,-222.7533
47.09,-6.495293,-1.762734,-228.3055
47.1,-11.17037,-0.4981641,-237.4536
47.111,-8.047266,-2.663262,-245.5678
47.12,-8.43047,-1.092129,-251.5451
47.13,-12.87563,-2.241738,-250.9981
47.14,-6.610254,-3.67875,-248.195
47.15,-13.46959,-2.126777,-246.8552
47.16,-5.058281,-0.8238868,-255.5155
47.17,-7.970625,-5.115762,-270.333
47.18,-6.342012,-3.793711,-278.8701
47.19,-7.913145,-5.843848,-280.7607
47.21,-3.084785,-6.514453,-279.4805
47.221,-7.108418,-4.617598,-286.1882
47.23,-8.679551,-4.598438,-285.0299
47.24,-4.92416,-6.974297,-288.6886
47.25,-8.794512,-6.763535,-295.5179
47.26,-4.617598,-8.947793,-303.9937
47.27,-4.061953,-5.882168,-306.3709
47.28,-7.970625,-6.916817,-301.4312
47.29,-5.230723,-5.613926,-296.1255
47.3,-5.230723,-8.181387,-291.5515
47.314,-3.544629,-7.625742,-290.4536
47.32,-4.675078,-8.085587,-317.6487
47.33,4.157754,-7.759863,-312.9548
47.34,-5.709727,-8.277188,-296.1873
47.35,-2.586621,-7.836504,-286.6758
47.36,5.345684,-8.315508,-289.3595
47.37,0.3065625,-8.162227,-305.8839
47.38,4.770879,-9.081915,-315.3352
47.39,-5.690567,-8.813672,-298.0182
47.4,4.598438,-8.50711,-279.4207
47.413,-5.345684,-7.932305,-277.8963
47.42,6.227051,-10.26984,-287.1024
47.43,2.299219,-7.414981,-303.5014
47.44,6.801856,-8.50711,-294.2918
47.45,1.666934,-4.521797,-275.8139
47.46,1.015488,-9.388477,-268.5555
47.47,7.740704,-8.871153,-275.6925
47.48,4.349356,-9.656719,-290.0856
47.49,6.993457,-6.916817,-289.4787
47.5,4.157754,-5.633086,-277.9571
47.513,6.380332,-5.115762,-278.0195
47.521,5.901329,-5.230723,-271.6834
47.53,7.587422,-7.606582,-281.9312
47.54,6.016289,-3.487149,-280.2888
47.55,7.644903,-5.728887,-275.2317
47.56,6.706055,-3.161426,-268.9551
47.57,9.081915,-5.422325,-265.97
47.58,7.702383,-4.981641,-271.3995
47.59,7.644903,-2.912344,-266.585
47.6,7.127578,-3.755391,-259.8804
47.614,10.90213,-4.425996,-256.4061
47.62,10.90213,-4.406836,-255.1283
47.63,9.905801,-1.398691,-258.5471
47.641,9.905801,-2.835703,-254.8304
47.65,6.188731,-0.4023633,-247.2722
47.66,12.93311,-2.299219,-241.3604
47.67,7.510782,-0.4981641,-244.4728
47.68,15.30897,-0.8047266,-251.5487
47.69,5.556446,1.053809,-241.5514
47.701,8.851993,-0.1916016,-227.8956
47.72,10.94045,-1.16877,-224.7933
47.73,12.09006,3.67875,-233.2126
47.74,5.498965,2.49082,-227.1198
47.75,11.13205,5.019961,-215.4782
47.76,7.951465,1.398691,-207.8001
47.77,9.675879,1.22625,-212.6209
47.781,9.618399,5.498965,-215.1247
47.79,8.56459,3.008145,-208.1163
47.8,9.522598,5.863008,-202.9982
47.81,10.32732,1.973496,-196.5386
47.821,9.484278,6.016289,-195.136
47.83,10.3848,3.793711,-200.7456
47.84,6.840176,6.11209,-195.8674
47.85,9.158555,5.786367,-192.3306
47.86,6.188731,6.610254,-190.8671
47.87,9.982442,5.288203,-191.9049
47.88,8.353828,5.556446,-195.5648
47.89,5.556446,8.200547,-194.3465
47.9,7.30002,6.150411,-190.6283
47.91,5.575606,7.3575,-189.4101
47.921,9.292676,5.882168,-188.9234
47.93,6.016289,8.392149,-192.463
47.941,8.966953,6.801856,-193.6846
47.95,4.751719,8.411309,-187.5891
47.96,5.767207,8.602911,-182.2253
47.97,8.181387,7.089258,-178.813
47.98,5.958809,8.353828,-178.3274
47.99,6.571934,7.472461,-180.7687
48,3.717071,8.717872,-176.7466
48.01,5.441484,7.721543,-167.7245
48.021,3.008145,9.560919,-164.7978
48.03,6.380332,8.277188,-160.225
48.04,4.655918,8.986114,-163.3351
48.05,6.629415,8.717872,-162.4207
48.06,3.046465,10.42313,-152.421
48.07,3.123106,11.28533,-143.3955
48.08,6.16957,8.813672,-140.3457
48.09,3.774551,10.32732,-141.5032
48.1,4.770879,8.986114,-141.6241
48.11,-0.4023633,10.02076,-132.6597
48.121,3.67875,8.813672,-127.4788
48.13,-1.322051,9.599238,-113.7043
48.14,5.249883,8.737032,-117.6108
48.15,1.18793,9.445957,-121.8831
48.16,-1.22625,8.813672,-113.2896
48.17,-0.6514453,10.25068,-97.74672
48.18,-0.3448828,8.966953,-88.60625
48.19,6.418653,10.72969,-92.75846
48.2,-2.854863,11.47693,-101.3009
48.21,5.134922,11.07457,-98.19703
48.221,-4.464316,11.43861,-95.8824
48.23,3.602109,11.09373,-72.23118
48.24,-4.790039,9.541759,-72.29704
48.25,2.586621,8.851993,-83.21655
48.26,1.973496,10.59557,-91.08729
48.27,-5.384004,8.52627,-83.65247
48.28,-0.5939649,10.30816,-69.81521
48.29,-5.728887,9.388477,-62.86821
48.3,5.249883,9.963282,-71.34803
48.31,-1.781895,8.56459,-85.07175
48.321,4.790039,10.59557,-82.45041
48.33,-3.487149,8.737032,-78.67176
48.34,-3.525469,11.45777,-69.70958
48.35,2.969824,10.17404,-69.22299
48.36,-2.835703,11.64938,-75.19983
48.37,1.24541,9.043594,-81.23807
48.38,-3.295547,9.599238,-82.5202
48.39,-2.241738,10.63389,-78.19259
48.4,-3.391348,9.522598,-71.97472
48.41,-2.203418,10.02076,-68.80564
48.421,-4.311035,9.867481,-66.61277
48.43,-1.513652,9.560919,-71.86341
48.44,-0.8047266,7.798184,-71.3801
48.45,-4.540957,10.55725,-63.76264
48.46,-0.7664063,9.216036,-55.23054
48.47,-4.425996,10.94045,-50.78324
48.48,0.1341211,8.890313,-50.6652
48.49,-3.391348,9.369317,-48.83984
48.5,-4.790039,10.67221,-40.06327
48.51,-4.84752,10.40396,-26.2867
48.53,1.513652,9.273516,-17.87561
48.54,-6.706055,11.05541,-17.99934
48.55,0.4598438,10.23152,-5.318183
48.56,-4.770879,9.848321,11.44834
48.57,-2.644102,6.03545,20.1694
48.58,-2.126777,10.86381,23.34169
48.59,-3.69791,7.951465,30.53837
48.6,-4.157754,10.55725,42.97895
48.61,0.8047266,8.392149,52.55368
48.621,-3.65959,10.23152,56.51426
48.64,-5.824688,12.30082,68.70373
48.65,-2.145938,6.935977,86.32285
48.66,-4.253555,10.86381,94.36881
48.67,-1.896856,6.418653,94.97971
48.68,-1.18793,11.74518,98.94425
48.69,0.6706055,9.867481,110.4088
48.7,-3.065625,11.47693,116.1417
48.71,1.743574,8.085587,117.5452
48.72,-2.529141,9.905801,120.5298
48.73,-2.050137,9.982442,130.2827
48.74,-4.234395,12.31998,142.7202
48.75,0.8813672,7.644903,145.3983
48.76,2.47166,11.18953,139.3585
48.77,2.49082,7.30002,138.0179
48.781,1.322051,13.31631,148.8723
48.79,-1.571133,9.369317,160.7024
48.8,1.666934,8.181387,162.6544
48.81,1.417852,9.005274,160.9479
48.821,0.09580079,8.794512,161.7395
48.83,2.126777,11.07457,167.714
48.85,2.050137,10.76801,168.2616
48.862,4.521797,7.280859,169.8432
48.87,-0.1532813,10.30816,170.8161
48.88,4.081113,10.72969,178.1914
48.89,0.1916016,10.74885,180.6887
48.9,6.437813,8.737032,175.9299
48.91,3.506309,9.426797,171.8418
48.92,1.18793,10.63389,174.2797
48.93,1.532813,9.733359,186.7176
48.94,2.529141,9.484278,190.1312
48.96,6.188731,7.30002,172.9936
48.97,8.698711,9.580078,172.9291
48.98,-0.728086,8.890313,185.9133
48.99,8.832832,5.920488,196.0317
49,2.069297,7.740704,189.2599
49.01,9.560919,6.150411,177.3661
49.021,5.882168,10.71053,174.2608
49.03,4.119434,6.744375,182.1921
49.04,5.824688,11.01709,190.6112
49.05,6.150411,5.805528,189.2132
49.062,6.188731,8.794512,187.2642
49.071,7.568262,4.962481,175.8007
49.08,8.334668,7.453301,177.5666
49.09,7.2617,7.549102,181.5277
49.1,7.817344,3.333867,180.7937
49.11,8.50711,6.974297,175.7304
49.12,8.372989,2.912344,170.5461
49.13,8.028106,6.667735,168.1667
49.14,7.683223,5.652246,169.5677
49.15,9.005274,3.103945,170.42
49.162,8.372989,4.004473,166.8218
49.17,9.675879,3.084785,159.8698
49.18,8.583751,7.165899,154.3209
49.19,9.75252,2.624942,154.1379
49.2,8.52627,5.633086,155.7232
49.21,8.947793,1.513652,154.1378
49.22,9.829161,3.180586,149.0783
49.23,9.484278,0.6322852,143.4701
49.24,9.426797,3.62127,141.2156
49.25,8.986114,3.62127,143.7171
49.262,9.005274,3.276387,141.3398
49.271,9.407638,2.586621,140.1191
49.28,9.599238,0,136.8244
49.29,9.081915,3.870352,134.9931
49.304,9.043594,-0.249082,133.7706
49.31,9.388477,2.586621,137.3062
49.32,11.09373,-0.5364844,133.4038
49.33,8.392149,0.9388477,131.2698
49.34,9.75252,1.571133,131.5747
49.35,7.472461,0.9196875,136.9407
49.362,9.905801,0.728086,137.8553
49.37,10.69137,-2.529141,131.7556
49.38,11.41945,-0.9963282,127.607
49.39,9.120234,-1.283731,131.2024
49.4,6.993457,0.2299219,141.505
49.41,13.27799,-2.299219,144.1247
49.42,7.625742,-0.1532813,134.7339
49.43,14.06356,-2.969824,124.0017
49.441,5.039121,-1.26457,124.6719
49.45,9.560919,-1.437012,139.3055
49.461,3.65959,-1.666934,147.293
49.47,12.28166,-3.69791,133.9385
49.48,11.38113,-2.854863,116.0111
49.49,2.816543,-1.820215,109.852
49.501,9.005274,-2.39502,122.9612
49.51,2.893184,-2.241738,132.6558
49.52,15.73049,-4.253555,130.52
49.53,5.403164,-1.992656,107.8355
49.54,15.30897,-5.364844,92.58994
49.55,3.314707,-2.41418,97.22247
49.561,6.610254,-3.870352,116.0022
49.57,1.360371,-2.47166,120.6908
49.58,9.79084,-4.636758,100.3803
49.59,12.99059,-4.82836,78.1795
49.6,0.8622071,-3.736231,73.17385
49.61,10.3848,-5.192402,90.18038
49.62,0.5939649,-3.027305,106.6398
49.63,14.48508,-7.108418,96.27002
49.64,7.721543,-4.694239,72.05875
49.65,14.94492,-7.664063,59.24991
49.662,4.464316,-2.874024,58.76012
49.67,4.100274,-5.537285,92.903
49.68,13.22051,-7.913145,95.46249
49.69,7.070098,-7.280859,77.96101
49.7,10.0974,-7.108418,66.86197
49.71,5.077442,-2.931504,73.75072
49.72,8.468789,-8.583751,86.24839
49.73,7.204219,-4.540957,89.11191
49.74,7.798184,-8.238868,85.93884
49.75,5.460645,-4.560117,87.46089
49.762,6.686895,-7.625742,90.81339
49.771,4.617598,-4.215235,98.98224
49.78,10.289,-8.756192,98.24983
49.79,5.115762,-5.958809,93.67595
49.8,10.05908,-7.970625,98.7972
49.81,1.743574,-4.445157,115.7477
49.82,7.606582,-10.49977,122.5743
49.83,8.372989,-6.265371,114.4009
49.84,7.108418,-10.15488,109.1543
49.85,4.655918,-5.115762,117.5052
49.862,6.495293,-7.37666,121.9551
49.87,4.598438,-5.345684,122.6837
49.88,6.840176,-8.909473,122.3161
49.89,3.870352,-7.874825,123.9607
49.9,4.617598,-6.706055,130.3004
49.91,7.050938,-9.982442,132.0669
49.92,5.058281,-7.702383,124.6875
49.93,6.591094,-10.0016,117.308
49.94,0.2299219,-6.916817,118.0383
49.95,4.655918,-10.289,127.549
49.962,-0.1341211,-7.740704,123.8898
49.97,6.552774,-7.740704,119.7457
49.98,3.199746,-10.3848,105.9682
49.99,6.342012,-8.851993,100.9712
50,2.088457,-10.55725,106.5229
50.01,0.3257227,-6.821016,111.9527
50.02,5.498965,-9.254355,107.0154
50.03,0.7664063,-6.11209,95.67559
50.04,3.65959,-9.982442,85.18945
50.05,1.973496,-10.21236,81.83748
50.062,2.912344,-10.0016,76.10661
50.071,1.762734,-9.733359,76.84055
50.08,0.2682422,-7.702383,75.4395
50.09,2.337539,-10.289,70.37991
50.1,2.356699,-10.48061,63.18618
50.11,1.053809,-10.74885,55.50465
50.12,2.835703,-10.15488,49.5901
50.13,0.1724414,-7.089258,46.35846
50.14,4.023633,-9.254355,46.54147
50.15,-1.513652,-8.353828,49.77325
50.162,1.341211,-10.34649,45.80988
50.17,-3.812871,-8.583751,33.37199
50.18,3.410508,-9.484278,21.78772
50.19,3.103945,-10.36565,22.09369
50.2,-4.617598,-8.737032,32.82649
50.21,4.770879,-8.372989,36.91295
50.22,-3.448828,-7.606582,25.26596
50.23,4.540957,-9.158555,10.69215
50.24,0.4598438,-11.7835,5.691508
50.25,-1.647774,-7.089258,10.32501
50.261,0.5556446,-10.97877,15.20274
50.27,-0.7472461,-6.916817,12.70096
50.28,2.299219,-10.49977,1.906814
50.29,0.4981641,-10.05908,-1.448304
50.3,2.203418,-10.49977,-1.266838
50.31,0.4790039,-10.03992,-5.963419
50.32,-0.6514453,-7.453301,-5.230777
50.33,1.666934,-10.74885,-3.705452
50.34,-0.1916016,-7.510782,-8.887444
50.35,1.360371,-11.43861,-9.923096
50.361,-0.2874024,-8.123906,-16.56897
50.37,1.302891,-11.55357,-22.11723
50.381,2.356699,-8.181387,-14.73913
50.39,-1.437012,-8.871153,-13.45858
50.4,2.337539,-11.17037,-14.37316
50.41,-2.337539,-9.445957,-19.73896
50.42,4.464316,-10.0016,-31.87641
50.43,0.6322852,-8.334668,-38.28214
50.44,-2.509981,-9.196876,-30.17569
50.45,-1.015488,-9.350157,-19.26435
50.471,-2.797383,-9.273516,-18.23107
50.482,1.417852,-8.660391,-31.77834
50.49,6.16957,-10.03992,-23.36905
50.501,-3.851192,-9.062755,-17.52073
50.51,3.602109,-9.005274,-16.97729
50.52,4.82836,-9.905801,-43.19733
50.53,5.958809,-8.909473,-41.97835
50.54,2.605781,-9.905801,-44.11303
50.55,-3.180586,-8.641231,-30.15014
50.56,0.3832031,-9.407638,-19.72384
50.581,8.047266,-9.560919,-33.32454
50.59,-1.609453,-9.196876,-43.50903
50.6,7.893985,-9.541759,-16.19352
50.61,-3.391348,-8.52627,-16.80484
50.62,3.410508,-9.101074,-26.93201
50.63,6.399492,-9.273516,-25.29089
50.64,5.460645,-9.273516,-41.21074
50.65,4.636758,-9.235196,-21.52083
50.66,-3.62127,-9.062755,-11.4041
50.67,7.606582,-9.292676,-20.54885
50.681,-2.4525,-8.583751,-13.96269
50.69,8.56459,-9.177715,-45.97249
50.7,0.3448828,-9.944121,-33.34895
50.71,-0.613125,-8.679551,-19.5059
50.72,-0.9196875,-10.36565,-23.77393
50.73,1.609453,-7.33834,-38.10294
50.74,7.587422,-9.062755,-51.02951
50.75,2.835703,-6.916817,-49.44389
50.76,6.09293,-10.44229,-40.72412
50.77,-0.1724414,-8.871153,-46.03001
50.782,5.019961,-10.78717,-51.88416
50.79,1.130449,-8.411309,-48.83689
50.8,3.429668,-7.568262,-55.17935
50.81,4.579278,-10.53809,-60.48523
50.82,1.762734,-7.855664,-63.59716
50.83,4.943321,-10.36565,-59.39202
50.841,2.088457,-7.395821,-61.22347
50.85,4.521797,-8.008945,-64.21346
50.86,4.809199,-10.1932,-69.33758
50.87,4.905,-8.258028,-72.44923
50.88,4.483477,-9.905801,-73.4258
50.89,2.931504,-6.571934,-72.63598
50.904,4.349356,-9.311836,-73.61444
50.91,3.506309,-6.322852,-69.89589
50.92,5.728887,-9.560919,-73.86091
50.93,4.061953,-8.660391,-72.76495
50.94,6.13125,-9.944121,-69.29094
50.95,3.812871,-7.874825,-65.93889
50.96,5.479805,-6.591094,-65.39172
50.97,6.476133,-9.426797,-67.71041
50.981,6.514453,-7.223379,-62.28439
50.99,6.16957,-9.350157,-66.79901
51,3.65959,-5.977969,-61.67868
51.01,5.479805,-8.717872,-58.32665
51.02,3.966152,-5.805528,-58.02519
51.03,7.855664,-8.353828,-63.3335
51.04,4.215235,-8.085587,-59.25156
51.05,4.809199,-6.207891,-55.4745
51.06,3.851192,-7.204219,-56.57549
51.07,5.805528,-5.671406,-56.82177
51.081,3.832031,-6.763535,-58.10345
51.09,6.437813,-5.863008,-66.70458
51.1,7.606582,-8.62207,-68.23135
51.11,4.291875,-6.227051,-64.20934
51.12,6.840176,-6.05461,-68.23529
51.13,5.269043,-5.748047,-73.54172
51.14,6.188731,-5.556446,-76.34814
51.15,8.104747,-8.162227,-84.94725
51.16,6.03545,-5.498965,-88.72929
51.17,7.779024,-8.047266,-92.0246
51.182,7.664063,-5.096602,-107.0259
51.19,3.602109,-6.706055,-103.3713
51.2,9.311836,-5.882168,-103.6178
51.21,2.318379,-5.230723,-122.8278
51.22,9.867481,-4.042793,-131.8555
51.23,8.353828,-7.721543,-131.3711
51.24,4.119434,-4.119434,-132.8988
51.25,9.7142,-5.882168,-140.5242
51.26,7.31918,-3.563789,-148.9422
51.27,6.801856,-2.988985,-155.2248
51.281,8.679551,-3.467988,-164.4942
51.29,5.326524,-4.061953,-163.7047
51.304,10.44229,-2.39502,-168.7689
51.31,10.44229,-2.375859,-183.2212
51.32,4.579278,-3.525469,-179.2005
51.33,8.62207,-4.483477,-186.2163
51.34,4.215235,-2.931504,-183.9029
51.35,13.20135,-1.26457,-197.4431
51.361,6.227051,0.3832031,-205.8614
51.37,11.74518,-1.609453,-206.8385
51.39,10.97877,-0.2107617,-209.9513
51.4,10.32732,-1.475332,-207.7578
51.41,8.008945,1.20709,-210.2593
51.42,10.88297,0.09580079,-214.6513
51.43,9.522598,0.1341211,-219.2872
51.44,11.03625,-0.3832031,-214.9596
51.45,8.334668,2.069297,-212.0955
51.46,8.698711,3.218906,-211.3046
51.47,11.07457,0.4981641,-211.6733
51.48,9.158555,3.429668,-216.7981
51.491,10.86381,1.494492,-208.6897
51.5,7.836504,3.582949,-215.2794
51.51,9.905801,2.567461,-209.0017
51.52,7.30002,5.958809,-206.0143
51.53,11.28533,3.487149,-209.978
51.54,9.369317,3.908672,-208.393
51.55,10.63389,3.774551,-206.0153
51.56,7.472461,5.039121,-202.0523
51.57,7.625742,6.476133,-202.0517
51.58,10.55725,3.908672,-205.9536
51.591,8.56459,6.456973,-200.2826
51.6,9.69504,4.962481,-210.4036
51.61,4.809199,7.874825,-206.8665
51.62,8.756192,7.242539,-199.127
51.63,3.67875,8.219707,-204.4972
51.64,9.541759,5.288203,-212.1235
51.65,5.077442,7.453301,-211.3352
51.66,3.946992,8.123906,-196.5835
51.67,3.429668,9.062755,-190.9153
51.68,5.633086,8.181387,-196.3447
51.691,1.20709,10.48061,-184.2728
51.7,6.07377,7.759863,-204.0328
51.71,9.177715,9.848321,-201.4744
51.72,0.1149609,10.67221,-188.0027
51.73,6.667735,5.345684,-177.336
51.74,0.1724414,9.944121,-180.2058
51.75,5.479805,5.939649,-195.1488
51.761,4.081113,11.66854,-185.7625
51.77,2.088457,8.737032,-177.7743
51.78,3.544629,12.49242,-178.5057
51.791,3.582949,7.664063,-175.0908
51.8,1.437012,9.675879,-179.4195
51.81,3.065625,10.46145,-174.4192
51.82,0.1724414,10.26984,-168.9319
51.83,2.222578,10.67221,-167.347
51.84,3.027305,8.909473,-173.0182
51.85,-1.896856,11.45777,-168.8724
51.86,1.130449,9.120234,-161.9827
51.87,-2.605781,10.78717,-159.6675
51.88,4.176914,8.296348,-167.1085
51.891,-1.839375,9.445957,-154.9754
51.904,4.943321,9.407638,-164.0646
51.91,-4.82836,10.21236,-163.7607
51.92,-0.8622071,9.139395,-151.8668
51.93,-7.089258,11.32365,-147.351
51.94,0.01916016,8.717872,-156.4327
51.95,1.781895,11.53441,-166.2461
51.96,-7.491621,10.17404,-152.462
51.97,-0.1149609,11.72602,-144.784
51.98,-7.817344,9.675879,-150.1548
51.991,1.801055,7.951465,-145.767
52,-7.146739,8.54543,-162.1158
52.01,1.379531,8.028106,-169.4988
52.02,-4.790039,12.0709,-160.3532
52.03,-6.207891,6.456973,-147.1222
52.04,0.7472461,8.162227,-157.0619
52.05,-5.805528,6.284532,-166.7578
52.06,-0.2299219,8.986114,-163.9536
52.07,-7.031778,10.65305,-154.203
52.08,-5.039121,5.920488,-147.2573
52.1,-5.000801,5.039121,-149.3969
52.111,-6.571934,9.388477,-155.6825
52.12,-5.288203,5.498965,-154.3399
52.13,-5.863008,9.69504,-149.705
52.14,-5.939649,7.414981,-143.7286
52.15,-5.958809,5.843848,-146.8376
52.161,-5.039121,6.629415,-144.9466
52.17,-6.821016,5.422325,-138.6058
52.18,-7.37666,7.414981,-133.9115
52.19,-4.617598,5.288203,-130.1926
52.202,-6.591094,6.974297,-125.9857
52.21,-4.82836,5.537285,-133.3645
52.22,-11.09373,6.935977,-129.3398
52.23,-5.479805,5.920488,-119.7665
52.24,-11.91762,5.211563,-113.242
52.25,-3.736231,5.652246,-118.2418
52.26,-8.56459,6.476133,-121.2904
52.27,-11.80266,4.406836,-107.8745
52.28,-9.982442,6.629415,-100.4342
52.29,-10.84465,2.682422,-98.35975
52.301,-10.32732,6.361172,-97.68837
52.311,-9.407638,2.548301,-113.2964
52.32,-4.809199,4.962481,-105.7956
52.33,-10.55725,5.575606,-98.59963
52.34,-8.52627,1.513652,-99.26953
52.35,-10.84465,5.058281,-108.2321
52.36,-8.258028,1.379531,-112.8045
52.37,-7.242539,5.288203,-113.2321
52.38,-11.74518,4.483477,-112.9891
52.39,-7.587422,4.905,-107.868
52.4,-12.47326,2.624942,-103.5391
52.412,-7.702383,4.368516,-104.2127
52.42,-7.702383,4.387676,-119.0948
52.43,-6.227051,1.456172,-120.9281
52.44,-8.909473,4.387676,-108.5541
52.45,-12.51158,0.8238868,-105.4483
52.46,-5.384004,2.011817,-110.2694
52.47,-12.28166,0,-120.5158
52.48,-4.445157,1.743574,-122.7744
52.49,-11.86014,2.260899,-122.5329
52.501,-4.176914,1.302891,-121.0098
52.512,-12.99059,2.203418,-112.5969
52.52,-9.982442,-0.8430469,-107.4125
52.53,-5.134922,1.072969,-113.8744
52.54,-9.235196,-2.47166,-108.751
52.55,-7.127578,1.551973,-103.9324
52.56,-10.90213,1.111289,-88.56508
52.57,-8.794512,-2.280059,-89.35609
52.58,-8.928633,-0.3065625,-83.1349
52.59,-9.235196,-2.107617,-81.243
52.601,-10.46145,1.283731,-72.64461
52.612,-9.77168,-1.149609,-63.92467
52.62,-11.43861,0.2299219,-60.39057
52.63,-5.019961,-1.379531,-52.52721
52.64,-11.8793,-0.4406836,-44.66384
52.65,-10.36565,-1.820215,-28.7517
52.66,-12.41578,0.5173243,-21.62004
52.67,-9.944121,-3.717071,-22.96073
52.68,-7.089258,-0.09580079,-15.70386
52.69,-9.503438,-2.624942,-1.007962
52.701,-11.20869,-0.6706055,9.907059
52.712,-5.997129,-1.322051,21.91882
52.72,-8.756192,-2.145938,18.92861
52.73,-4.809199,-2.203418,27.95059
52.74,-11.01709,0.1341211,41.60672
52.75,-10.95961,-2.49082,57.51895
52.76,-5.307364,-0.9196875,51.60191
52.77,-9.79084,-3.69791,58.49184
52.78,-9.081915,0.2874024,72.69885
52.79,-7.989786,0.3832031,81.35709
52.8,-11.72602,1.494492,89.10083
52.81,-6.322852,-0.5173243,91.60053
52.82,-8.737032,-0.8622071,97.57625
52.83,-12.1667,0.9580079,105.808
52.84,-5.269043,-0.5748047,116.9666
52.85,-11.05541,-0.07664063,119.4667
52.86,-4.521797,1.015488,117.1497
52.87,-12.83731,1.743574,119.159
52.88,-9.254355,-0.8238868,139.8878
52.89,-12.66486,1.666934,139.702
52.901,-8.238868,-0.4406836,149.3957
52.912,-10.46145,1.705254,150.7965
52.92,-8.602911,0.5556446,150.0063
52.93,-8.641231,4.540957,156.2282
52.94,-8.43047,2.145938,162.5112
52.95,-9.982442,1.781895,161.1112
52.961,-6.955137,2.605781,163.5527
52.97,-10.48061,3.62127,171.2963
52.98,-9.139395,4.809199,176.2959
52.99,-5.269043,1.935176,180.9907
53.001,-7.759863,5.288203,180.1369
53.011,-6.476133,3.487149,184.2219
53.02,-11.15121,5.345684,186.6017
53.03,-5.843848,5.077442,195.1395
53.04,-10.94045,6.13125,193.2504
53.05,-3.774551,5.767207,191.1175
53.06,-8.62207,5.958809,194.6552
53.07,-10.40396,6.667735,207.3399
53.08,-9.81,6.591094,212.2196
53.09,-7.108418,6.916817,215.1481
53.101,-10.82549,7.759863,217.4051
53.11,-4.655918,6.13125,200.3336
53.12,-3.123106,8.219707,210.1499
53.13,-11.63022,7.395821,220.3932
53.14,-1.992656,7.031778,220.3317
53.15,-9.79084,8.698711,202.3433
53.161,-0.5364844,8.583751,197.0379
53.17,-5.345684,9.79084,203.437
53.18,-9.216036,8.008945,216.6654
53.19,-7.242539,9.963282,216.7231
53.2,-6.897656,7.989786,217.1483
53.212,-7.414981,9.618399,216.0494
53.22,-7.414981,9.637559,193.4313
53.23,1.551973,10.0974,191.9107
53.24,-7.108418,9.580078,202.5853
53.25,-1.149609,8.851993,213.8086
53.26,1.571133,10.48061,194.3613
53.27,1.973496,8.50711,189.1183
53.28,0.3257227,10.71053,195.5218
